#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,year
58,James Bell,DBI,17,26.8,9.2,3.1,7.9,.396,2.1,5.6,.375,0.9,1.1,.789,0.3,2.8,3.1,1.2,0.7,0.1,0.7,2.6,2018
59,Sertac Sanli,BES,31,18.5,9.2,3.5,6.3,.552,0.0,0.2,.200,2.2,2.7,.831,1.6,2.1,3.7,1.0,0.5,1.0,0.9,3.2,2018
60,Moustapha Fall,SAK,29,23.9,9.1,3.8,5.5,.692,0.0,0.0,.000,1.6,3.2,.479,2.7,3.5,6.1,2.4,0.6,2.0,1.6,2.5,2018
61,Darrell Williams,YES,25,22.3,9.1,3.1,6.4,.484,0.1,0.4,.300,2.8,3.4,.812,3.2,4.2,7.4,1.2,0.8,0.2,1.4,2.7,2018
62,Kostas Sloukas,FEN,27,20.3,9.0,3.0,6.0,.497,0.9,2.4,.369,2.1,2.3,.934,0.3,1.2,1.5,5.0,0.6,0.0,1.5,1.0,2018
63,Andy Rautins,BVS,31,26.1,9.0,3.0,7.0,.422,2.3,6.1,.383,0.7,0.9,.786,0.2,2.9,3.1,2.7,0.9,0.0,1.8,2.5,2018
64,Sean Marshall,ESK,25,23.2,9.0,3.4,8.3,.409,0.8,2.3,.328,1.4,2.0,.686,1.1,1.9,3.0,1.5,0.4,0.1,1.0,2.0,2018
65,Diamon Simpson,DEM,30,20.7,8.8,3.8,7.1,.537,0.0,0.1,.000,1.1,2.8,.388,2.4,4.7,7.1,0.9,0.8,0.7,1.0,2.8,2018
66,Adonis Thomas,BVS,35,25.0,8.7,3.6,8.1,.449,1.0,2.6,.385,0.5,0.7,.615,0.7,2.6,3.2,2.0,0.5,0.1,1.1,2.3,2018
67,Gasper Vidmar,BVS,34,24.0,8.7,3.6,6.0,.601,0.0,0.0,.000,1.5,3.8,.406,2.2,2.6,4.8,1.6,1.1,0.8,1.9,2.9,2018
68,Will Cummings,DBI,30,18.4,8.7,2.7,7.3,.374,0.8,2.3,.338,2.4,3.2,.753,0.4,1.1,1.5,1.8,0.6,0.1,1.9,2.2,2018
69,Earl Clark,BES,27,23.6,8.6,3.3,8.6,.379,1.3,3.6,.351,0.9,1.4,.622,0.9,4.4,5.2,1.0,0.8,0.7,1.1,1.1,2018
70,Kyle Weems,BES,32,26.2,8.6,3.5,6.9,.509,1.0,2.7,.356,0.6,0.8,.667,0.9,2.4,3.3,1.3,1.2,0.4,0.5,2.3,2018
71,DaJuan Summers,GAL,26,23.2,8.5,3.0,8.0,.380,1.0,3.4,.303,1.3,1.8,.761,1.0,2.7,3.6,1.2,0.7,0.2,0.9,2.1,2018
72,Christopher Obekpa,TRA,24,25.2,8.5,3.5,5.0,.692,0.0,0.0,.000,1.5,2.7,.569,2.5,4.6,7.1,0.9,0.9,2.5,1.5,3.6,2018
73,James Birsen,SAK,25,25.6,8.3,3.4,8.0,.432,0.5,2.8,.171,1.0,1.4,.706,1.5,4.6,6.1,2.0,0.8,0.1,1.5,2.1,2018
74,Viacheslav Kravtsov,ESK,32,18.7,8.2,3.3,4.7,.705,0.0,0.0,.000,1.7,2.8,.589,1.4,2.4,3.8,0.8,0.3,0.6,1.0,1.8,2018
75,Rolands Freimanis,GAZ,26,18.8,8.2,3.3,6.8,.483,0.6,2.1,.291,0.9,1.3,.706,1.1,2.8,3.9,0.7,0.3,0.2,0.8,2.8,2018
76,Marko Guduric,FEN,30,20.3,8.1,3.0,5.4,.565,1.1,2.6,.436,0.9,1.1,.844,0.6,1.5,2.1,2.2,0.8,0.2,1.3,2.5,2018
77,Jason Thompson,FEN,30,19.1,8.1,3.1,5.1,.614,0.0,0.1,.000,1.8,2.8,.635,1.2,4.6,5.8,0.9,0.5,0.5,0.8,2.8,2018
78,Josh Owens,TOF,41,21.1,8.0,3.4,5.0,.678,0.0,0.0,.000,1.2,1.9,.641,1.6,2.1,3.7,0.9,0.4,0.3,1.1,2.2,2018
79,Dorde Gagic,YES,12,22.6,8.0,3.0,5.5,.545,0.0,0.1,.000,2.0,2.7,.750,1.3,2.9,4.2,1.3,0.5,0.4,1.3,2.9,2018
80,Scott Wood,PIN,30,23.6,7.9,2.7,5.8,.469,1.8,4.0,.454,0.6,0.8,.792,0.2,1.5,1.7,1.3,0.4,0.2,0.8,2.8,2018
81,Evaldas Kairys,DEM,29,18.9,7.8,3.2,4.4,.740,0.0,0.0,.000,1.3,2.6,.513,1.3,2.6,3.9,0.5,0.7,0.8,1.2,2.9,2018
82,Nikola Jankovic,SAK,32,17.5,7.8,3.2,5.6,.570,0.1,0.1,.500,1.3,3.1,.424,2.2,2.4,4.5,0.5,0.8,0.2,1.1,2.0,2018
83,Berk Ugurlu,PIN,26,25.7,7.7,3.2,6.5,.488,0.7,2.2,.321,0.7,0.9,.792,0.6,1.5,2.1,3.0,0.8,0.2,1.3,2.4,2018
84,Nicolo Melli,FEN,36,23.1,7.6,2.7,4.9,.551,0.9,2.0,.451,1.3,1.8,.719,1.2,3.5,4.7,1.9,1.1,0.1,0.8,2.5,2018
85,Ridvan Oncel,BVS,30,15.9,7.4,2.9,5.0,.583,0.5,1.2,.417,1.0,1.8,.574,0.5,0.9,1.4,1.8,0.6,0.0,1.0,1.5,2018
86,Augusto Lima,BES,13,15.4,7.4,3.1,4.6,.667,0.0,0.0,.000,1.2,2.8,.444,2.1,2.3,4.4,0.7,0.3,0.7,1.3,2.2,2018
87,Stanton Kidd,DBI,24,20.1,7.3,2.8,5.5,.511,1.2,2.7,.431,0.6,0.7,.875,0.8,2.8,3.7,1.0,1.0,0.3,0.5,1.6,2018
88,Howard Sant-Roos,DBI,29,28.8,7.3,2.4,6.1,.398,0.6,2.1,.258,2.1,2.9,.723,0.7,4.0,4.7,3.6,1.3,0.4,1.4,2.2,2018
89,Baris Ermis,TOF,36,22.8,7.3,2.6,4.9,.531,1.1,2.5,.433,1.0,1.2,.818,0.4,1.8,2.2,4.8,0.9,0.1,2.2,1.7,2018
90,Safak Edge,UUB,30,24.0,7.3,2.3,6.9,.340,1.4,4.6,.299,1.2,1.7,.712,0.2,0.8,1.0,3.0,0.5,0.0,1.4,1.4,2018
91,Vlad Moldoveanu,DEM,14,22.8,6.9,2.4,6.1,.384,1.3,3.6,.360,0.9,0.9,.923,1.0,2.5,3.5,1.3,0.8,0.1,0.9,2.2,2018
92,Can Korkmaz,SAK,32,18.6,6.8,1.8,5.0,.371,0.9,2.7,.333,2.2,3.0,.726,0.4,1.4,1.8,2.3,0.5,0.0,1.1,1.7,2018
93,Enes Taskiran,YES,30,19.6,6.5,2.6,6.0,.428,0.6,2.0,.305,0.8,1.1,.697,0.7,0.8,1.5,1.1,0.6,0.0,0.9,2.8,2018
94,Metin Turen,PIN,30,20.5,6.4,2.3,5.6,.408,0.7,2.5,.280,1.1,1.5,.773,1.0,3.8,4.8,1.8,0.6,0.5,0.6,2.2,2018
95,Jordan Taylor,GAL,24,17.2,6.4,2.3,5.6,.403,0.6,2.5,.237,1.3,1.5,.865,0.3,1.3,1.6,3.0,0.6,0.1,1.1,2.1,2018
96,Tayfun Erulku,UUB,30,17.0,6.3,2.3,4.6,.496,0.7,1.7,.404,1.1,1.6,.667,0.6,1.3,1.8,1.1,0.9,0.0,1.3,2.0,2018
97,Ivan Marinkovic,YES,14,17.6,5.7,2.4,4.5,.524,0.0,0.0,.000,1.0,2.5,.400,2.1,2.1,4.1,0.5,0.4,0.4,1.1,1.9,2018
98,Deniz Kilicli,TRA,10,14.6,5.5,2.2,3.5,.629,0.0,0.0,.000,1.1,1.8,.611,1.1,1.3,2.4,0.2,0.0,0.1,0.9,1.9,2018
99,Can Ogut,GAZ,30,19.4,5.2,1.7,3.8,.439,1.2,2.7,.439,0.6,0.8,.792,0.4,1.5,1.9,2.2,0.6,0.0,1.0,2.4,2018
100,Erol Can Cinko,GAZ,30,20.8,5.0,1.6,4.2,.392,1.3,3.4,.386,0.4,0.7,.650,0.3,0.7,0.9,1.2,0.3,0.0,0.3,2.1,2018
101,Furkan Aldemir,DBI,26,16.1,5.0,1.8,2.8,.667,0.0,0.0,.000,1.3,1.8,.702,1.8,3.2,4.9,0.4,0.7,0.2,0.4,2.4,2018
102,Okben Ulubay,DBI,31,17.7,4.9,1.8,3.7,.474,0.7,1.9,.397,0.6,0.8,.792,0.2,1.6,1.8,1.9,0.4,0.0,0.8,1.7,2018
103,Kenan Sipahi,BES,32,17.8,4.8,1.7,4.5,.382,0.6,1.8,.333,0.8,1.3,.634,0.4,1.7,2.1,3.3,0.7,0.0,1.1,1.9,2018
104,Tolga Gecim,BVS,26,14.7,4.8,1.5,3.8,.400,0.8,2.2,.393,0.9,1.0,.885,0.5,1.9,2.3,2.7,0.3,0.1,0.9,1.3,2018
105,Burak Yildizli,DEM,28,16.4,4.7,1.8,4.0,.442,0.4,1.1,.313,0.8,1.0,.750,0.5,2.2,2.7,0.8,0.4,0.1,1.1,1.4,2018
106,Jure Balazic,GAZ,30,16.6,4.6,1.6,3.8,.430,0.7,2.2,.308,0.7,0.8,.870,0.4,1.2,1.6,0.6,0.2,0.1,0.4,2.8,2018
107,Ugur Dokuyan,IBB,29,18.8,4.2,1.9,3.6,.529,0.1,0.4,.231,0.3,0.8,.375,0.6,1.5,2.1,1.2,0.7,0.2,0.8,2.3,2018
108,Yunus Sonsirma,ESK,30,18.6,4.1,1.3,4.3,.302,0.7,2.6,.273,0.8,1.0,.774,0.5,0.8,1.4,2.5,0.3,0.0,0.9,1.6,2018
109,Merthan Mutlu,DEM,26,14.5,2.9,1.0,2.4,.397,0.5,1.4,.378,0.5,1.0,.480,0.3,1.2,1.5,1.4,0.5,0.0,0.8,1.7,2018
1,Kenny Hayes,DEM,23,35.5,21.7,6.9,15.5,.447,2.2,5.3,.421,5.7,6.4,.885,0.3,1.8,2.1,4.4,0.6,0.0,2.3,1.0,2019
2,Tu Holloway,IBB,21,34.2,20.1,6.4,13.6,.469,1.7,5.1,.324,5.7,7.0,.822,0.4,2.3,2.8,4.7,1.4,0.1,2.4,2.1,2019
3,Sylven Landesberg,TUR,30,32.3,19.6,6.3,13.4,.471,1.9,4.9,.388,5.0,6.0,.833,0.9,2.5,3.4,2.1,1.1,0.1,2.2,2.3,2019
4,Assem Marei,PIN,28,29.2,17.9,7.2,11.5,.629,0.0,0.0,.000,3.4,5.6,.608,3.8,6.1,9.9,1.8,1.0,0.6,1.9,3.0,2019
5,Devin Williams,DEM,17,32.6,17.7,6.2,13.4,.463,0.2,0.6,.400,5.1,7.3,.702,5.1,6.8,11.9,1.9,1.0,0.1,2.2,2.4,2019
6,Sammy Mejia,TOF,31,32.4,16.6,5.7,10.8,.527,2.0,4.8,.420,3.2,3.8,.824,0.8,2.7,3.5,3.7,1.7,0.2,1.8,2.0,2019
7,Marcos Knight,AFYO,11,32.6,15.9,6.9,13.3,.521,0.5,2.4,.231,1.5,2.2,.708,1.9,4.5,6.4,4.1,0.6,0.4,1.8,2.6,2019
8,Toney Douglas,SAK,7,31.0,15.6,5.6,13.1,.424,2.1,6.1,.349,2.3,2.7,.842,0.7,4.3,5.0,7.3,2.4,0.1,2.6,3.4,2019
9,Quim Colom,BAHC,27,32.3,15.6,4.7,11.7,.401,2.4,6.6,.367,3.7,4.6,.808,0.4,2.7,3.1,6.0,0.9,0.0,2.7,1.7,2019
10,Shane Larkin,EFE,24,27.7,15.1,4.9,10.6,.459,2.0,5.3,.367,3.4,3.6,.943,0.7,2.0,2.8,4.5,1.5,0.1,2.0,1.9,2019
11,Ivan Buva,BES,23,25.8,14.8,5.7,10.6,.543,0.3,0.8,.444,3.0,4.1,.726,2.4,4.9,7.3,1.5,0.6,0.3,2.1,3.0,2019
12,Alexander Perez Kaufmann,BVS,29,31.8,14.7,5.2,11.2,.463,1.7,4.6,.366,2.6,3.1,.844,0.3,2.4,2.7,5.6,0.9,0.1,2.0,2.2,2019
13,Aaron Harrison,GAL,34,30.1,14.6,4.8,10.8,.443,2.6,6.2,.419,2.4,3.1,.790,0.5,2.9,3.3,3.4,1.1,0.4,1.7,2.6,2019
14,Diante Garrett,TOF,20,32.1,14.6,6.0,12.2,.492,1.4,4.3,.326,1.2,1.7,.706,0.6,2.7,3.2,6.3,1.3,0.1,2.6,1.9,2019
15,Vladimir Stimac,TUR,31,26.9,14.6,5.9,9.5,.617,0.0,0.0,.000,2.8,4.5,.624,3.5,5.7,9.3,1.7,0.3,0.3,1.4,2.2,2019
16,Andy Rautins,BAHC,28,32.0,14.3,4.6,10.1,.456,3.8,8.5,.445,1.3,1.4,.923,0.3,2.6,3.0,2.9,0.8,0.1,2.0,2.9,2019
17,D.J. White,BAHC,28,30.5,14.3,5.2,9.5,.545,1.4,3.2,.444,2.5,3.0,.821,1.0,4.0,5.0,1.4,0.5,0.7,1.5,2.6,2019
18,Adrien Moerman,EFE,23,33.2,14.2,5.3,10.9,.486,1.7,4.6,.362,2.0,2.4,.804,1.6,6.3,8.0,1.9,1.1,0.3,1.1,2.3,2019
19,Semih Erden,IBB,23,26.7,13.9,5.5,9.1,.600,0.0,0.0,.000,2.9,5.3,.545,2.3,5.1,7.4,1.5,1.0,0.9,2.5,2.5,2019
20,Jordan Morgan,BVS,30,26.8,13.9,5.8,10.1,.569,0.0,0.0,.000,2.3,4.0,.588,3.2,4.1,7.4,1.4,1.0,0.5,1.2,2.4,2019
21,Jean Salumu,SAK,6,27.2,13.8,5.2,9.7,.534,1.3,4.3,.308,2.2,2.7,.813,0.5,1.2,1.7,1.5,0.7,0.0,0.8,1.2,2019
22,Sek Henry,PIN,26,31.3,13.8,4.9,10.7,.462,2.4,6.1,.396,1.5,2.2,.690,0.7,2.1,2.8,4.4,1.0,0.2,2.1,2.3,2019
23,Vasilje Micic,EFE,31,27.6,13.6,4.7,9.3,.505,1.6,4.2,.377,2.6,3.3,.794,0.5,2.1,2.6,6.4,0.9,0.0,2.8,2.3,2019
24,Shaquielle McKissic,GAZ,31,30.2,13.5,5.3,9.7,.547,1.0,3.6,.277,2.0,2.8,.693,0.9,2.3,3.2,2.3,1.6,0.3,1.3,2.3,2019
25,Rodrigue Beaubois,EFE,23,24.1,13.5,5.0,9.9,.500,2.6,6.0,.428,1.0,1.0,.958,0.3,2.5,2.8,2.4,0.9,0.3,1.1,2.1,2019
26,Devin Oliver,BVS,10,33.3,13.3,5.3,10.1,.525,1.6,3.3,.485,1.1,1.6,.688,1.4,6.2,7.6,1.9,1.2,0.4,1.3,2.5,2019
27,Zach Auguste,GAL,33,24.6,13.0,5.2,8.4,.622,0.1,0.1,.667,2.5,4.5,.540,2.9,5.6,8.5,1.4,1.0,0.6,1.8,2.6,2019
28,Tonye Jekiri,GAZ,31,29.6,12.8,5.5,8.7,.624,0.0,0.0,.000,1.9,3.3,.578,3.0,7.2,10.2,2.2,1.0,0.6,1.5,2.7,2019
29,Micheal Eric,DBI,23,22.3,12.7,5.2,8.3,.626,0.0,0.0,.000,2.3,3.6,.651,2.7,3.2,6.0,1.1,0.4,0.9,1.7,2.5,2019
30,Osiris Eldridge,DEM,26,32.9,12.7,4.4,11.5,.383,2.5,7.7,.318,1.3,1.8,.745,1.0,4.4,5.4,2.8,1.7,0.4,1.6,2.2,2019
31,Joffrey Lauvergne,FEN,13,23.7,12.6,5.2,8.7,.602,0.5,1.1,.429,1.7,2.9,.579,1.7,4.2,5.9,1.5,0.5,0.5,1.3,2.1,2019
32,Nigel Hayes,GAL,34,30.1,12.3,4.6,10.1,.459,1.4,3.6,.374,1.7,2.4,.738,1.3,3.9,5.2,2.1,1.1,0.3,1.3,2.1,2019
33,Jason Rich,BES,15,26.4,12.1,4.7,10.2,.458,1.2,3.7,.327,1.6,1.7,.960,0.1,1.9,1.9,2.7,0.8,0.0,1.7,2.4,2019
34,Kyle Gibson,BES,27,26.1,12.1,4.1,9.9,.410,2.6,6.5,.398,1.3,1.8,.750,0.4,2.4,2.8,3.3,0.3,0.1,1.4,1.1,2019
35,Erving Walker,PIN,28,29.9,12.1,3.5,10.0,.350,1.9,5.6,.329,3.2,4.2,.763,0.2,1.1,1.3,3.3,0.7,0.0,2.0,1.5,2019
36,Jeremy Evans,DBI,26,29.3,11.8,4.7,8.3,.562,0.8,2.1,.389,1.6,2.2,.707,2.2,4.9,7.0,1.6,0.8,1.4,0.9,2.2,2019
37,Kostas Sloukas,FEN,30,27.1,11.7,4.0,7.1,.561,1.5,3.4,.455,2.3,2.5,.895,0.3,2.0,2.3,4.8,1.0,0.0,2.3,1.8,2019
38,Krunoslav Simon,EFE,24,25.5,11.5,4.2,8.5,.493,2.0,4.6,.432,1.1,1.4,.794,0.9,3.3,4.2,2.7,0.6,0.3,1.4,1.8,2019
39,Junior Etou,SAK,20,30.4,11.5,4.1,11.1,.371,1.2,4.3,.282,2.1,2.8,.750,2.2,5.6,7.7,1.6,1.0,0.3,1.9,2.4,2019
40,Nikola Kalinic,FEN,30,27.9,11.5,4.2,8.0,.527,1.1,2.9,.364,2.0,2.6,.792,0.9,3.2,4.0,2.8,0.8,0.1,1.9,1.9,2019
41,Jamelle Hagins,AFYO,18,22.0,11.5,4.9,7.9,.627,0.0,0.1,.000,1.6,2.4,.659,1.7,2.1,3.8,1.6,0.7,1.1,1.8,2.2,2019
42,Matt Tiby,DEM,26,29.3,11.4,4.3,8.7,.493,0.8,2.5,.323,2.0,2.4,.823,1.5,3.8,5.4,1.4,0.9,0.2,1.6,2.4,2019
43,Marko Guduric,FEN,35,24.6,11.2,3.7,7.7,.485,1.6,4.3,.371,2.1,2.3,.913,0.8,1.9,2.7,2.7,1.1,0.0,1.3,2.3,2019
44,Kyle Weems,TOF,30,30.2,11.2,4.1,8.1,.504,1.8,3.9,.458,1.2,1.3,.897,0.5,3.7,4.3,2.2,1.2,0.6,0.7,2.5,2019
45,Tai Webster,GAL,31,27.1,11.0,4.3,10.1,.423,1.0,2.9,.337,1.5,2.1,.727,0.4,2.6,3.0,3.6,0.9,0.1,2.3,2.1,2019
46,Sarunas Vasiliauskas,GAZ,27,30.2,11.0,3.6,8.1,.445,1.8,4.4,.403,2.0,2.4,.803,0.3,1.3,1.6,4.6,0.4,0.0,1.9,2.3,2019
47,Kenneth Kadji,TOF,30,24.6,10.4,3.6,8.3,.432,0.9,2.7,.338,2.3,3.2,.737,1.4,2.8,4.2,1.2,0.6,0.7,1.8,2.6,2019
48,Cevher Ozer,AFYO,27,24.9,10.4,3.8,9.2,.410,1.6,5.5,.297,1.2,1.6,.786,1.0,3.3,4.4,1.9,0.3,0.3,1.5,1.1,2019
49,Luka Babic,IBB,28,32.3,10.4,4.0,10.1,.397,1.4,4.2,.322,1.0,1.3,.784,0.8,5.5,6.3,4.8,0.7,0.1,1.8,1.5,2019
50,Ray McCallum,DBI,7,24.2,10.3,3.6,9.1,.391,1.1,2.0,.571,2.0,2.3,.875,0.7,2.0,2.7,4.0,0.1,0.1,2.0,1.6,2019
51,Ali Muhammed,FEN,38,22.2,10.2,3.5,7.4,.473,2.1,4.8,.437,1.1,1.3,.840,0.7,1.7,2.4,2.3,0.8,0.0,1.1,2.1,2019
52,Danny Gibson,DEM,19,28.8,10.2,3.7,8.4,.447,2.1,4.8,.435,0.6,0.8,.688,0.3,1.4,1.7,3.8,0.7,0.0,1.9,2.5,2019
53,Earl Calloway,AFYO,24,28.9,10.1,3.6,8.1,.441,2.2,5.3,.417,0.8,0.9,.818,0.8,2.6,3.3,4.7,1.3,0.1,2.1,2.0,2019
54,Berk Ugurlu,PIN,22,30.9,10.1,4.1,7.7,.533,1.0,2.8,.355,0.9,1.3,.714,0.9,2.2,3.1,4.7,1.0,0.1,1.2,2.1,2019
55,Bryant Dunston,EFE,34,27.3,10.1,4.1,6.6,.616,0.1,0.3,.200,1.9,2.8,.684,2.1,3.5,5.6,1.6,0.8,0.8,0.5,2.4,2019
56,Nicolo Melli,FEN,36,24.9,9.9,3.4,7.3,.471,1.3,3.2,.414,1.7,2.0,.836,1.3,3.5,4.8,2.4,0.7,0.3,1.1,2.8,2019
57,Marko Tomas,GAZ,25,24.7,9.6,3.4,8.5,.406,1.8,5.0,.357,1.0,1.3,.750,0.6,1.7,2.3,2.0,0.8,0.2,1.2,2.5,2019
58,Mitchell Wilbekin,SAK,12,25.9,9.6,3.5,8.8,.400,1.3,3.8,.326,1.3,1.8,.727,0.7,1.4,2.1,2.3,0.5,0.1,1.4,1.8,2019
59,Stanton Kidd,DBI,20,23.6,9.6,3.9,8.0,.484,1.1,3.3,.338,0.8,1.3,.600,1.2,2.6,3.7,1.0,0.6,0.3,1.1,2.0,2019
60,Demonte Harper,TOF,6,23.9,9.5,3.5,8.2,.429,1.3,3.8,.348,1.2,1.2,1.000,0.5,1.8,2.3,2.2,0.5,1.2,1.0,1.8,2019
61,Robin Benzing,BES,23,21.5,9.4,2.9,6.5,.443,1.3,4.0,.326,2.4,3.1,.775,0.7,1.9,2.6,1.2,0.6,0.1,0.9,2.2,2019
62,Alp Karahan,SAK,23,27.4,9.3,3.0,8.6,.348,2.3,6.3,.356,1.0,1.3,.828,0.1,1.7,1.8,1.9,0.7,0.0,2.2,2.3,2019
63,T.J. Campbell,TUR,31,30.6,9.3,3.2,8.1,.392,2.4,5.9,.399,0.6,0.8,.692,0.5,1.7,2.2,4.5,0.8,0.0,1.2,2.9,2019
64,Mehmet Yagmur,IBB,25,27.8,9.0,3.3,7.9,.416,1.4,4.1,.330,1.1,1.4,.794,0.8,2.9,3.8,4.4,1.2,0.0,1.7,2.8,2019
65,Altan Erol,AFYO,26,22.7,9.0,3.5,6.4,.551,0.5,1.8,.304,1.3,1.7,.814,0.8,2.4,3.2,1.2,0.8,0.1,1.2,3.3,2019
66,Ilkan Karaman,PIN,28,22.1,8.9,3.5,7.5,.467,0.7,2.6,.257,1.3,2.0,.625,1.9,3.5,5.4,1.3,0.4,0.2,1.5,2.0,2019
67,Melih Mahmutoglu,FEN,40,22.6,8.9,3.3,7.3,.454,1.7,4.4,.381,0.6,0.7,.862,0.3,1.4,1.7,1.5,0.5,0.0,0.5,1.5,2019
68,Kenny Gabriel,TUR,30,27.0,8.6,3.0,7.4,.405,1.7,5.4,.317,0.9,1.1,.824,0.9,4.6,5.5,1.4,0.9,0.3,1.0,2.9,2019
69,Jon Diebler,DBI,16,23.5,8.6,2.7,6.3,.430,1.8,4.6,.392,1.4,1.7,.852,0.3,2.0,2.3,1.4,0.6,0.2,1.2,2.3,2019
70,Can Ogut,GAZ,28,28.7,8.6,2.7,7.1,.377,1.6,4.8,.336,1.6,1.9,.852,0.4,2.0,2.4,5.6,1.4,0.0,2.4,2.8,2019
71,Edgaras Zelionis,AFYO,25,21.4,8.5,3.3,5.4,.612,0.6,1.5,.405,1.4,2.0,.667,2.4,2.3,4.7,0.9,0.2,0.6,0.9,2.4,2019
72,Kartal Ozmizrak,DBI,25,19.5,8.4,3.0,6.0,.490,1.8,4.0,.444,0.7,0.9,.783,0.2,2.0,2.2,2.9,0.8,0.0,0.9,1.7,2019
73,Goksenin Koksal,GAL,32,23.6,8.2,3.1,7.3,.421,0.6,2.3,.278,1.3,2.0,.672,1.5,1.8,3.3,2.0,1.2,0.0,1.3,2.1,2019
74,Tolga Gecim,BVS,25,23.8,8.1,3.0,7.7,.383,1.5,4.3,.355,0.7,0.9,.773,0.5,2.7,3.2,3.4,0.4,0.1,1.5,1.6,2019
75,Marcus Slaughter,BAHC,28,26.3,8.1,3.4,4.9,.706,0.0,0.0,.000,1.3,2.2,.565,2.1,5.7,7.9,2.1,1.4,0.3,1.7,2.8,2019
76,Zanis Peiners,DBI,19,19.2,7.9,2.7,5.4,.500,0.8,2.0,.395,1.7,2.1,.825,0.6,1.7,2.4,1.9,0.6,0.1,1.2,1.7,2019
77,Marko Arapovic,GAL,23,17.5,7.7,2.9,5.8,.500,0.6,2.3,.269,1.3,2.0,.638,1.4,2.5,4.0,1.1,0.7,0.3,0.6,2.4,2019
78,Reggie Redding,TUR,27,21.7,7.6,3.0,6.3,.476,0.9,2.4,.348,0.7,1.1,.645,0.7,1.8,2.6,3.6,1.1,0.1,1.8,2.4,2019
79,Ahmet Duverioglu,FEN,39,20.7,7.5,2.9,4.0,.735,0.0,0.0,.000,1.7,2.6,.650,1.8,3.6,5.4,0.9,0.5,0.6,1.1,2.6,2019
80,Burak Eslik,SAK,21,20.8,7.4,2.2,6.2,.359,0.6,1.7,.333,2.4,3.1,.769,0.3,1.4,1.7,1.3,0.2,0.0,1.4,1.9,2019
81,Berkay Candan,DEM,28,20.9,7.2,2.8,6.0,.458,1.1,3.2,.360,0.6,0.8,.696,0.9,2.9,3.8,1.2,0.8,0.1,0.9,1.9,2019
82,Yigit Arslan,TOF,33,20.2,7.1,2.7,5.8,.456,1.4,3.1,.441,0.4,0.7,.609,0.6,2.2,2.8,1.7,0.8,0.1,0.7,1.6,2019
83,Phil Pressey,BES,27,20.9,7.1,2.7,6.7,.400,1.4,4.1,.348,0.3,0.5,.692,0.3,2.4,2.7,4.0,1.5,0.1,1.4,2.2,2019
84,Alan Herndon,SAK,13,27.1,7.1,2.7,5.8,.467,0.6,2.2,.276,1.1,1.8,.609,1.2,3.6,4.8,1.2,0.4,0.7,0.9,1.5,2019
85,Marcus Thornton,BVS,4,15.9,6.8,2.5,6.0,.417,1.0,2.5,.400,0.8,1.3,.600,0.3,0.8,1.0,1.0,0.3,0.0,1.3,1.3,2019
86,Ridvan Oncel,BVS,29,20.1,6.6,2.2,5.6,.404,0.7,2.0,.328,1.4,1.8,.774,0.6,1.2,1.7,1.4,0.7,0.0,1.2,1.8,2019
87,Kenan Sipahi,BES,27,21.7,6.4,2.3,5.2,.440,0.6,1.9,.333,1.2,1.8,.667,0.6,2.8,3.4,3.5,1.1,0.1,1.6,2.7,2019
88,Erkan Veyseloglu,BES,30,26.1,6.1,2.4,5.2,.468,0.4,1.5,.295,0.8,1.1,.735,0.8,1.7,2.5,1.8,0.9,0.1,0.6,1.4,2019
89,Malcolm Armstead,DEM,8,24.9,6.0,2.3,6.3,.360,0.3,1.8,.143,1.3,1.4,.909,0.3,2.0,2.3,4.4,1.8,0.0,3.0,2.1,2019
90,Emir Preldzic,BAHC,25,20.5,5.8,2.1,4.8,.445,0.8,2.7,.313,0.7,1.2,.581,0.4,2.4,2.7,3.0,0.6,0.1,1.4,2.0,2019
91,Safak Edge,SAK,15,25.2,5.5,2.1,6.2,.333,1.0,3.6,.278,0.4,0.7,.600,0.4,1.1,1.5,2.5,0.7,0.0,2.1,1.3,2019
92,Yordan Minchev,IBB,26,16.4,5.3,2.1,4.8,.435,0.4,1.8,.239,0.8,1.0,.769,0.6,2.5,3.1,0.7,0.3,0.3,0.8,1.3,2019
93,Sehmus Hazer,BVS,27,15.9,5.3,2.1,5.4,.395,0.3,1.4,.179,0.8,1.3,.583,0.9,1.0,1.9,0.9,0.5,0.0,0.7,1.9,2019
94,Jaka Klobucar,GAL,13,20.3,5.3,1.8,4.3,.411,0.7,2.0,.346,1.1,1.3,.824,0.5,1.9,2.4,4.0,0.5,0.0,1.9,1.5,2019
95,Baris Ermis,TOF,26,20.3,5.2,1.8,4.8,.379,0.8,2.5,.318,0.8,1.0,.741,0.3,1.8,2.1,5.0,0.6,0.0,1.7,1.8,2019
96,Ender Arslan,TUR,28,17.5,5.2,1.7,4.9,.341,0.9,2.8,.308,1.0,1.2,.818,0.1,0.5,0.6,3.1,0.5,0.0,0.6,1.5,2019
97,Yunus Sonsirma,TUR,31,17.6,5.0,1.6,3.7,.440,0.9,2.3,.414,0.8,1.1,.706,0.5,1.0,1.5,1.4,0.2,0.0,0.8,1.7,2019
