#,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,year
37,Paul Lacombe,LYV,.664,.628,178.3,6.7,19.7,13.4,20.2,16.7,3.5,1.1,16.1,3.1,1.5,130.7,101.1,29.6,213.4,18.8,2021
38,Tomer Ginat,PLV,.583,.535,164.8,9.1,18.1,13.7,17.6,12.7,2.1,0.4,21.6,1.3,1.3,119.7,105.6,14.1,202.8,18.8,2021
39,Lamonte Ulmer,ORL,.675,.651,173.8,5.0,14.9,10.1,5.5,11.3,2.1,1.8,20.2,-2.7,1.5,121.6,104.8,16.8,165.8,18.7,2021
40,Sylvain Francisco,ROA,.542,.499,141.5,3.3,9.3,6.3,28.0,13.6,3.4,0.9,24.6,3.4,1.3,112.0,112.0,0.0,339.0,18.7,2021
41,Brian Ibekwe,ROA,.581,.527,147.8,7.1,25.2,15.9,6.2,14.5,2.9,5.7,23.0,-4.8,1.4,108.8,107.2,1.6,92.1,18.6,2021
42,Michael Stockton,CHO,.608,.570,168.4,3.1,9.9,6.5,33.8,16.2,2.3,0.4,18.0,8.1,1.4,126.3,115.1,11.2,432.6,18.5,2021
43,Marcos Knight,ASM,.551,.516,156.2,5.0,15.0,9.6,17.8,11.9,3.2,1.3,23.3,0.7,1.2,113.5,100.5,13.0,263.4,18.4,2021
44,Alexandre Chassang,DIJ,.616,.582,165.1,7.1,17.6,12.4,17.5,14.2,1.6,0.6,22.5,0.0,1.4,118.3,105.3,12.9,291.1,18.4,2021
45,Sean Armand,CHA,.634,.584,181.4,4.2,11.0,7.7,28.5,20.4,1.8,0.4,25.7,-1.0,1.4,114.1,116.6,-2.5,294.0,18.2,2021
46,Rob Gray,ASM,.605,.546,172.1,2.8,12.3,7.2,10.9,14.4,1.7,1.0,28.1,-4.7,1.4,113.3,107.0,6.3,173.8,18.0,2021
47,Chris Horton,CHO,.567,.562,110.2,12.1,23.2,17.6,7.4,13.8,2.4,3.9,16.9,-1.8,1.3,113.9,109.8,4.2,281.0,17.8,2021
48,Bruno Caboclo,CSP,.610,.593,159.2,8.9,24.7,16.6,7.1,13.3,1.4,2.9,23.5,-4.0,1.4,109.4,108.8,0.7,148.4,17.8,2021
49,Antoine Diot,LYV,.671,.629,184.8,3.2,12.9,8.2,28.8,22.9,3.4,0.0,17.7,4.5,1.5,125.3,102.9,22.4,204.3,17.7,2021
50,Damien Inglis,ASM,.554,.509,146.4,9.3,25.8,17.0,14.9,13.8,2.7,0.8,20.0,-0.1,1.3,114.9,99.8,15.1,187.3,17.6,2021
51,Joshiko Saibou,RCB,.601,.555,168.4,7.7,9.5,8.6,17.5,19.2,3.1,0.6,24.7,-3.6,1.4,111.4,112.8,-1.4,177.4,17.6,2021
52,"Ronald March, Jr.",ROA,.523,.507,134.6,6.8,11.8,9.2,17.4,12.9,3.1,2.8,26.7,-1.1,1.2,105.2,110.1,-4.9,157.9,17.5,2021
53,Yoan Makoundou,CHO,.671,.656,156.7,10.5,19.7,15.1,4.0,18.4,1.1,4.9,18.5,-5.5,1.6,116.8,112.9,3.9,159.8,17.5,2021
54,Travis Leslie,RCB,.572,.558,161.5,5.7,13.6,9.5,14.0,8.8,2.5,0.5,21.0,1.1,1.2,118.1,112.7,5.4,285.9,17.3,2021
55,Gregor Hrovat,CHO,.623,.568,167.1,4.2,11.0,7.6,16.8,15.7,3.1,0.5,19.0,0.7,1.5,120.1,113.4,6.8,324.6,17.3,2021
56,Ish Wainright,STR,.578,.558,153.1,7.9,15.2,11.4,15.2,13.5,3.4,1.4,19.3,0.3,1.2,116.9,104.1,12.9,338.5,17.3,2021
57,Darius Johnson-Odom,ORL,.622,.562,161.6,2.4,10.6,6.8,25.8,17.4,1.1,0.0,24.1,1.4,1.6,118.1,111.2,6.9,132.3,17.3,2021
58,Kaza Keane,LEM,.625,.574,168.4,1.6,6.4,4.2,28.0,18.0,1.9,0.6,23.1,2.5,1.5,118.3,112.7,5.6,172.5,17.2,2021
59,Victor Wembanyama,N92,.538,.519,149.1,10.4,27.8,18.9,7.8,12.3,0.7,7.3,20.5,-2.0,1.2,111.1,109.6,1.5,111.6,17.0,2021
60,Yannis Morin,STR,.553,.489,126.4,13.4,16.3,14.8,11.4,20.4,2.9,4.5,23.2,-5.7,1.3,104.9,104.8,0.1,137.8,17.0,2021
61,Chris Warren,N92,.644,.606,183.4,1.1,6.7,3.8,18.8,13.8,1.2,0.4,20.4,1.5,1.4,123.9,116.6,7.3,254.0,16.9,2021
62,Terry Tarpey,LEM,.652,.613,172.2,6.0,21.6,14.3,15.6,16.4,2.7,2.6,13.0,2.0,1.5,127.5,106.1,21.4,341.6,16.9,2021
63,Nicolas de Jong,PAU,.595,.517,151.1,3.7,17.0,10.7,2.6,7.7,1.1,0.0,25.2,-3.0,1.4,114.9,119.5,-4.6,36.0,16.8,2021
64,Juvonte Reddic,ROA,.615,.573,180.3,7.4,17.1,12.2,7.7,19.0,2.9,1.9,21.8,-6.1,1.5,106.9,109.5,-2.6,185.5,16.8,2021
65,Brandon Brown,PLV,.653,.620,175.6,1.7,8.0,4.9,28.0,22.5,3.3,0.2,20.9,1.6,1.5,115.4,107.4,8.0,150.8,16.8,2021
66,Wilfried Yeguete,ASM,.585,.588,108.8,12.5,23.4,17.7,8.4,17.7,4.7,0.3,13.5,-1.5,1.4,116.1,93.4,22.7,137.3,16.7,2021
67,Zachery Peacock,JLB,.621,.581,175.7,3.9,14.7,9.4,12.6,15.3,2.4,0.5,21.0,-1.6,1.4,117.3,107.5,9.7,197.8,16.7,2021
68,Justin Wright-Foreman,ROA,.604,.558,161.5,1.4,7.3,4.3,23.4,13.8,0.7,0.9,25.1,0.6,1.4,115.3,120.8,-5.5,106.5,16.7,2021
69,David Michineau,PLV,.563,.526,166.4,2.0,10.5,6.3,28.2,14.5,1.9,0.9,22.9,4.2,1.2,114.2,110.0,4.3,271.8,16.6,2021
70,Valentin Bigote,LEM,.625,.579,178.2,3.7,11.6,7.9,20.2,18.7,1.4,1.2,25.3,-2.5,1.4,112.1,113.8,-1.7,231.0,16.5,2021
71,Arnas Velicka,RCB,.561,.517,138.8,2.7,12.9,7.4,35.0,18.3,1.9,0.0,22.8,4.5,1.4,110.1,114.4,-4.3,100.9,16.4,2021
72,Gerald Robinson,DIJ,.646,.608,182.8,3.0,7.1,5.1,11.1,16.9,3.5,0.0,22.1,-3.4,1.4,111.7,105.2,6.5,61.1,16.4,2021
73,Vee Sanford,PAU,.597,.581,168.8,3.4,11.8,7.9,16.8,17.1,3.1,0.6,23.7,-2.5,1.3,106.9,109.6,-2.7,229.6,16.4,2021
74,Chase Simon,DIJ,.615,.573,167.1,2.3,11.5,7.0,9.4,12.1,2.5,0.8,22.4,-1.9,1.4,114.0,105.4,8.6,180.8,16.4,2021
75,Neal Sako,PLV,.580,.548,121.5,15.0,25.1,20.2,10.6,14.8,1.3,2.7,17.0,-0.8,1.4,118.7,106.7,12.0,100.5,16.4,2021
76,Dee Bost,ASM,.544,.510,146.0,2.1,10.7,6.1,26.8,13.3,2.6,0.1,22.5,4.3,1.2,115.1,103.5,11.6,263.0,16.3,2021
77,Norris Cole,LYV,.594,.559,176.6,1.1,8.4,4.8,20.9,13.2,1.4,0.4,25.3,1.0,1.3,115.5,108.1,7.4,140.0,16.0,2021
78,Lasan Kromah,CHO,.557,.525,154.8,2.2,11.0,6.6,12.0,12.2,3.1,0.5,24.7,-1.6,1.3,108.2,112.3,-4.1,227.0,16.0,2021
79,Isaia Cordinier,N92,.548,.486,147.7,4.1,17.9,10.7,19.1,16.4,2.6,1.7,20.4,1.1,1.3,110.8,109.9,0.9,322.5,16.0,2021
80,Jay Threatt,PAU,.612,.599,157.9,1.5,9.3,5.6,29.5,20.6,2.3,0.6,20.2,3.6,1.4,117.4,111.1,6.3,121.0,15.8,2021
81,Owen Klassen,BBD,.591,.541,143.2,8.3,27.2,17.6,15.2,20.9,2.6,2.6,18.0,-2.4,1.5,107.6,107.9,-0.3,122.4,15.8,2021
82,Myles Hesson,CHA,.550,.481,155.2,6.8,17.0,11.9,12.2,16.2,2.1,2.9,27.3,-5.0,1.3,103.7,111.3,-7.6,240.9,15.8,2021
83,Thomas Scrubb,JLB,.606,.580,166.9,8.7,14.4,11.6,9.6,11.9,2.1,1.1,15.3,0.2,1.3,124.7,109.3,15.5,252.4,15.7,2021
84,Jordon Crawford,CHA,.577,.528,165.9,1.9,10.9,6.4,33.7,22.2,3.0,0.0,21.8,2.8,1.3,109.6,113.0,-3.4,247.1,15.6,2021
85,Erik McCree,GRV,.595,.546,160.1,4.0,23.1,14.6,19.9,19.0,1.7,0.9,22.2,-1.5,1.4,106.2,110.6,-4.4,121.4,15.5,2021
86,Aaron Jones,CHO,.561,.561,132.3,6.7,14.9,10.8,12.0,12.8,2.4,3.1,17.1,0.5,1.2,113.0,111.3,1.7,191.9,15.5,2021
87,Axel Julien,DIJ,.593,.547,167.6,1.5,12.9,7.3,26.5,21.1,2.6,0.7,21.7,1.6,1.3,109.6,104.2,5.5,323.6,15.5,2021
88,Jacques Alingue,DIJ,.568,.591,96.9,11.6,14.7,13.2,12.2,19.6,3.5,3.4,17.8,-2.1,1.3,106.8,101.1,5.8,166.9,15.4,2021
89,Johan Passave-Ducteil,PORT,.634,.575,142.5,8.1,16.2,12.1,13.5,22.3,2.1,2.5,21.5,-5.5,1.7,108.2,110.3,-2.1,172.1,15.3,2021
90,Maciej Lampe,CSP,.519,.500,146.1,7.5,31.4,19.3,18.0,16.8,1.0,2.2,31.0,-5.0,1.1,93.8,106.0,-12.1,120.5,15.3,2021
91,William Howard,LYV,.623,.572,172.1,4.5,17.3,11.1,8.1,12.1,2.8,1.7,15.4,-0.4,1.4,124.1,102.8,21.3,107.9,15.3,2021
92,Codi Miller-McIntyre,JLB,.545,.513,149.7,3.9,12.6,8.2,27.9,20.2,2.4,0.6,23.4,1.5,1.2,107.7,106.8,0.9,104.5,15.2,2021
93,Martins Meiers,CHA,.658,.623,137.7,8.9,16.7,12.8,5.0,18.0,0.9,2.2,19.7,-5.6,1.5,114.0,117.3,-3.4,137.6,15.2,2021
94,Mathieu Wojciechowski,PORT,.546,.523,139.1,9.2,18.2,13.6,11.8,11.8,2.6,1.0,19.3,-0.9,1.2,109.6,109.3,0.4,145.1,15.2,2021
95,Dominique Archie,RCB,.589,.543,162.7,4.8,16.6,10.6,9.6,12.2,1.5,1.3,19.2,-1.3,1.3,115.8,113.6,2.2,277.1,15.1,2021
96,Grismay Paumier,CSP,.599,.549,126.0,13.1,19.6,16.3,5.9,19.1,2.1,1.4,20.8,-6.1,1.5,106.8,111.2,-4.4,85.1,15.0,2021
97,Alpha Kaba,N92,.572,.591,96.6,17.7,19.6,18.6,4.2,18.9,1.5,2.3,18.1,-5.5,1.3,108.7,111.5,-2.8,163.5,14.9,2021
98,Junior Mbida,RCB,.591,.527,161.4,6.7,25.9,16.1,7.0,15.2,1.4,2.6,16.6,-2.5,1.4,114.1,110.9,3.2,165.8,14.8,2021
99,Archie Goodwin,PLV,.588,.568,145.5,2.9,12.3,7.7,9.5,17.5,2.8,1.4,24.8,-5.3,1.4,102.2,108.6,-6.5,119.0,14.7,2021
100,J.J. O'Brien,ASM,.573,.524,162.6,7.1,8.5,7.7,9.5,9.4,1.8,0.6,17.5,0.3,1.3,121.7,105.4,16.3,173.1,14.6,2021
101,Darral Willis,ASM,.547,.475,155.5,10.3,20.5,15.2,4.4,16.4,1.3,4.4,20.7,-5.7,1.3,106.6,93.5,13.1,33.9,14.5,2021
102,Philip Scrubb,CSP,.616,.581,168.6,2.1,8.4,5.2,29.0,18.5,1.3,0.3,20.5,2.8,1.4,114.1,115.3,-1.1,286.1,14.5,2021
103,Steeve Ho You Fat,ROA,.631,.576,176.6,7.8,19.1,13.3,9.7,20.6,1.6,1.3,16.9,-3.5,1.5,112.6,113.2,-0.6,243.0,14.4,2021
104,John Flowers,BBD,.535,.497,140.6,2.0,15.3,8.4,8.0,7.8,1.7,1.5,23.7,-1.2,1.2,105.9,113.9,-8.0,204.4,14.2,2021
105,Anthony Brown,PLV,.579,.552,163.6,2.2,16.3,9.5,18.1,16.3,1.1,1.1,20.8,0.3,1.3,109.8,110.0,-0.2,290.8,14.2,2021
106,Jaron Johnson,DIJ,.637,.615,163.8,4.2,11.5,7.9,6.7,10.6,1.1,1.1,18.4,-1.3,1.4,119.4,107.7,11.7,179.4,14.2,2021
107,Robin Ducote,DIJ,.680,.628,196.3,2.0,12.1,7.1,3.7,15.6,2.1,0.0,19.3,-4.7,1.5,115.6,105.1,10.4,28.5,14.1,2021
108,Antoine Eito,LEM,.559,.506,153.9,1.8,11.6,7.0,32.0,20.4,2.1,0.7,16.4,6.8,1.3,117.5,112.5,5.1,235.3,14.1,2021
109,Johnny Berhanemeskel,N92,.592,.569,171.4,2.7,9.6,6.0,11.0,10.3,0.7,0.2,19.7,0.3,1.3,118.3,116.9,1.4,122.0,14.1,2021
110,Mickael Gelabale,CHA,.677,.623,181.1,8.0,16.9,12.4,8.5,17.1,1.0,1.0,13.7,-1.6,1.7,125.1,115.0,10.1,235.9,13.9,2021
111,Teyvon Myers,ROA,.570,.504,164.8,4.2,8.6,6.3,14.7,18.0,2.9,0.0,22.5,-2.7,1.4,106.4,111.6,-5.3,81.1,13.9,2021
112,Jimmie Taylor,RCB,.594,.610,108.1,12.7,15.6,14.1,5.4,16.4,1.2,3.3,16.7,-3.7,1.5,111.4,114.3,-2.9,155.6,13.8,2021
113,Eric Buckner,CHA,.612,.607,117.2,11.9,16.4,14.1,9.7,18.4,0.3,1.0,19.8,-4.8,1.4,107.8,109.5,-1.6,53.1,13.8,2021
114,Ike Udanoh,STR,.558,.504,124.0,10.7,24.8,17.5,15.2,24.2,2.8,0.4,16.4,-1.9,1.3,106.2,102.3,3.9,170.1,13.7,2021
115,William Narace,LEM,.602,.581,159.1,10.1,16.1,13.3,7.0,17.6,1.2,1.9,18.6,-4.1,1.4,109.8,111.9,-2.1,244.4,13.6,2021
116,Gerry Blakes,CHO,.578,.549,177.6,3.9,18.0,11.0,11.6,21.2,1.6,1.1,27.0,-7.4,1.2,96.8,114.2,-17.4,67.4,13.6,2021
117,Deandre Lansdowne,STR,.516,.492,138.1,4.0,10.0,6.9,13.5,9.9,2.9,1.2,20.7,0.8,1.1,109.1,105.9,3.1,158.8,13.6,2021
118,Benjamin Sene,BBD,.586,.535,165.9,1.0,9.8,5.2,37.1,25.7,1.8,0.1,25.4,-1.4,1.3,100.2,117.2,-17.0,228.6,13.5,2021
119,Hamady Ndiaye,PAU,.711,.729,127.5,8.7,16.3,12.7,2.4,23.3,1.0,4.9,14.5,-6.0,1.7,111.6,110.2,1.4,130.3,13.5,2021
120,Nianta Diarra,CHO,.606,.590,119.0,9.1,23.1,16.1,2.8,17.3,0.7,0.7,19.3,-5.9,1.5,107.7,114.9,-7.2,75.5,13.5,2021
121,David Lighty,LYV,.596,.543,169.5,2.0,9.6,5.9,13.0,14.5,1.7,0.2,19.7,-0.3,1.4,114.9,107.4,7.5,189.9,13.4,2021
122,Branden Frazier,ASM,.588,.575,187.2,0.9,7.9,4.2,19.9,15.5,2.0,0.6,18.3,2.0,1.2,114.1,108.4,5.7,136.3,13.4,2021
123,Leopold Cavaliere,STR,.552,.563,111.1,13.6,19.1,16.2,8.3,17.0,2.4,0.6,16.1,-2.5,1.3,108.8,106.1,2.7,152.5,13.3,2021
124,Aleksej Nikolic,GRV,.593,.512,162.7,2.3,11.8,7.4,26.1,20.2,1.4,0.3,19.2,2.3,1.4,110.3,115.2,-4.9,183.1,13.0,2021
125,Corey Davis,GRV,.550,.525,153.0,3.3,7.2,5.3,18.6,14.5,1.8,0.2,22.8,-0.2,1.2,103.9,119.1,-15.3,165.3,13.0,2021
126,Ian Miller,CHO,.519,.478,161.1,3.5,7.3,5.4,17.1,15.5,2.1,0.0,29.3,-2.9,1.1,100.9,116.5,-15.6,86.0,13.0,2021
127,Landing Sane,ORL,.580,.535,169.1,6.1,16.2,11.1,6.1,12.5,1.5,1.8,18.7,-2.4,1.3,109.5,106.9,2.6,183.8,12.9,2021
128,Ousmane Drame,PAU,.609,.563,184.4,7.4,20.1,14.0,12.2,25.8,1.4,1.5,21.1,-6.8,1.4,99.3,113.5,-14.2,77.5,12.8,2021
129,Kristopher Richard,STR,.573,.560,161.4,2.3,7.7,4.8,13.2,12.6,2.3,0.0,18.5,0.2,1.2,113.5,106.1,7.4,63.4,12.7,2021
130,Benoit Mangin,PORT,.646,.600,168.7,1.8,7.3,4.5,31.3,26.7,1.6,0.0,17.9,1.6,1.5,111.2,115.7,-4.5,250.9,12.7,2021
131,Jamel Artis,ROA,.572,.536,159.6,3.0,9.1,6.0,12.5,12.8,1.3,0.6,18.3,0.0,1.3,112.5,116.6,-4.1,165.9,12.7,2021
132,Maxime Courby,JLB,.663,.647,174.4,4.8,11.3,8.2,7.1,16.5,2.0,0.7,14.0,-1.8,1.4,120.5,110.4,10.1,195.6,12.7,2021
133,Tyler Stone,N92,.495,.458,150.0,7.9,19.6,13.5,4.9,14.7,1.5,2.9,23.8,-5.5,1.1,98.1,111.2,-13.2,104.5,12.7,2021
134,Charles Abouo,PORT,.607,.573,175.1,5.4,15.8,10.5,13.1,20.2,2.3,0.7,18.7,-3.5,1.3,105.3,110.8,-5.6,156.3,12.7,2021
135,Jaromir Bohacik,STR,.564,.522,168.9,4.0,9.7,6.7,15.6,16.1,1.7,1.0,20.4,-0.8,1.2,110.4,109.6,0.7,165.4,12.6,2021
136,Darel Poirier,LEM,.666,.632,176.1,4.6,14.1,9.8,4.4,17.4,0.7,1.3,16.9,-4.3,1.6,114.6,118.3,-3.7,67.1,12.5,2021
137,Vitto Brown,LEM,.564,.531,162.1,6.7,15.3,11.3,8.3,17.3,1.1,1.9,24.3,-5.7,1.2,101.7,112.2,-10.6,153.1,12.4,2021
138,Assane N'Doye,CHA,.596,.556,144.5,9.3,16.0,12.7,8.1,18.7,2.4,1.7,15.2,-2.8,1.4,110.9,111.5,-0.7,143.9,12.4,2021
139,Dominic Waters,RCB,.613,.569,173.0,0.9,9.9,5.4,34.8,27.9,0.7,0.2,21.0,1.5,1.4,108.1,118.7,-10.5,159.0,12.1,2021
140,MiKyle Mcintosh,PORT,.540,.487,150.4,3.7,16.7,10.1,9.8,13.7,1.6,0.9,21.9,-2.9,1.3,103.9,112.2,-8.3,189.4,12.1,2021
141,Hugo Benitez,JLB,.513,.484,143.6,4.4,10.4,7.5,26.5,22.6,2.2,1.7,14.9,4.8,1.1,110.1,109.2,0.9,159.5,12.1,2021
142,Maxime Roos,PLV,.526,.514,142.6,4.9,9.9,7.4,7.5,10.5,2.2,6.6,15.4,-0.1,1.1,107.2,105.7,1.5,124.0,12.1,2021
143,Charles Lombahe-Kahudi,LYV,.567,.508,166.2,5.8,13.0,9.4,6.3,10.0,1.9,0.4,16.6,-0.7,1.3,116.8,107.3,9.4,99.8,12.1,2021
144,Jamar Abrams,PORT,.546,.536,160.2,7.3,15.8,11.8,5.9,8.1,1.0,1.3,17.3,-0.6,1.1,111.9,117.7,-5.7,40.3,12.0,2021
145,Vafessa Fofana,CHO,.615,.587,158.1,6.3,15.0,10.6,8.8,23.5,2.4,0.4,16.3,-4.3,1.4,104.9,113.8,-8.9,107.6,11.9,2021
146,Aaron Best,BBD,.544,.508,149.0,4.9,7.5,6.2,11.7,12.7,1.5,0.8,20.6,-1.5,1.2,105.4,117.4,-12.0,149.5,11.8,2021
147,Jeremy Leloup,PAU,.629,.569,175.4,3.8,12.8,8.6,12.1,17.7,2.2,0.4,12.7,0.5,1.4,119.8,111.7,8.1,215.5,11.7,2021
148,Khalid Boukichou,GRV,.573,.525,157.0,8.2,14.6,11.5,13.5,25.0,1.1,3.3,25.2,-8.1,1.4,94.6,115.7,-21.1,92.0,11.7,2021
149,C.J. Williams,PAU,.563,.539,161.6,1.7,13.4,7.8,10.3,15.2,1.7,0.7,20.9,-2.6,1.2,103.6,111.8,-8.2,128.4,11.7,2021
150,Mehdy Ngouama,PORT,.540,.484,147.9,2.2,12.4,7.2,18.1,21.5,3.0,1.2,25.6,-5.5,1.3,94.4,110.1,-15.7,132.5,11.6,2021
151,Teyvon Myers,CHA,.536,.476,159.9,7.6,15.0,11.1,18.2,20.1,0.5,0.9,26.0,-6.1,1.2,96.1,109.7,-13.6,23.9,11.6,2021
152,Romuald Morency,GRV,.571,.533,155.0,3.4,17.0,10.5,12.0,15.3,1.7,0.7,15.7,-0.4,1.3,106.8,113.5,-6.7,242.3,11.5,2021
153,Kyvon Davenport,CHO,.550,.519,132.7,8.7,14.0,11.4,6.3,20.3,1.3,0.0,22.7,-7.3,1.3,97.7,113.7,-16.0,33.0,11.5,2021
154,Lahaou Konate,PLV,.562,.518,154.4,4.4,8.4,6.5,10.5,11.4,3.0,0.9,10.9,2.2,1.3,120.5,108.3,12.3,177.4,11.4,2021
155,Kenny Baptiste,LEM,.590,.591,136.2,8.0,12.7,10.5,5.9,18.8,2.2,2.0,16.1,-3.8,1.3,105.5,112.2,-6.7,85.4,11.4,2021
156,Bastien Pinault,PLV,.613,.595,176.6,2.4,9.2,5.9,11.4,16.7,1.3,0.2,19.1,-2.0,1.3,108.9,111.9,-3.0,119.8,11.3,2021
157,Garrett Sim,CHA,.547,.518,160.1,1.8,11.6,6.7,18.8,18.1,2.2,0.4,18.4,0.2,1.2,104.3,114.0,-9.7,192.1,11.3,2021
158,Hugo Invernizzi,CSP,.566,.554,156.0,4.0,14.3,9.1,20.4,15.4,1.8,0.4,12.9,4.0,1.2,115.6,112.7,3.0,209.3,11.3,2021
159,Cameron Wells,BBD,.551,.500,173.8,0.5,8.2,4.2,26.0,21.9,2.5,0.7,18.0,1.2,1.2,101.3,113.6,-12.3,125.6,11.2,2021
160,Georgi Joseph,PORT,.538,.513,111.3,17.5,16.9,17.2,17.3,29.4,1.5,1.5,14.2,-2.2,1.3,103.0,110.8,-7.8,167.1,11.1,2021
161,Egidijus Mockevicius,LEM,.604,.596,115.2,12.2,21.9,17.2,5.5,25.6,1.0,3.5,17.4,-7.0,1.5,100.5,105.3,-4.8,63.0,11.1,2021
162,Nikola Rebic,N92,.517,.461,152.1,1.3,8.5,4.7,18.7,15.2,2.4,0.0,15.8,3.4,1.2,109.4,114.5,-5.1,90.5,11.1,2021
163,Matthew Strazel,LYV,.581,.515,157.8,1.7,5.4,3.6,18.9,14.9,1.3,0.2,15.6,3.9,1.4,121.5,109.7,11.8,115.6,11.0,2021
164,Abdoulaye Loum,DIJ,.541,.557,87.7,8.0,23.2,15.7,7.7,19.9,1.2,4.1,15.1,-2.9,1.2,99.4,102.9,-3.5,133.9,10.9,2021
165,Bangaly Fofana,JLB,.668,.545,143.4,9.8,19.8,15.1,5.2,34.8,3.8,1.2,12.9,-7.1,1.8,102.8,102.0,0.8,17.9,10.7,2021
166,Marcus Ginyard,CSP,.550,.509,164.2,4.4,11.6,7.9,10.9,15.0,1.7,0.4,20.1,-2.2,1.2,101.5,113.3,-11.9,101.5,10.6,2021
167,Speedy Smith,CSP,.530,.485,170.9,1.4,12.0,6.6,30.6,25.1,2.5,0.0,17.7,3.2,1.1,101.4,112.1,-10.7,169.3,10.5,2021
168,Rafi Manco,CHA,.542,.533,151.8,5.1,16.4,10.7,13.3,17.1,1.6,0.3,18.0,-1.4,1.1,102.3,114.5,-12.2,161.9,10.5,2021
169,Tahjere McCall,ORL,.515,.444,143.1,5.0,15.4,10.1,18.6,23.6,2.8,0.9,17.3,-0.6,1.2,96.7,101.1,-4.4,87.5,10.3,2021
170,Abdoulaye N'Doye,ASM,.559,.528,150.5,3.3,12.1,7.4,7.7,17.7,3.0,1.5,14.1,-2.1,1.2,105.1,102.4,2.6,128.4,10.3,2021
171,Ray Ona Embo,ROA,.543,.489,157.9,0.9,9.7,5.3,13.7,7.6,0.8,0.8,17.5,2.8,1.2,114.8,115.9,-1.1,20.6,10.2,2021
172,Hugo Mienandi,LEM,.688,.686,157.6,10.4,10.8,10.6,3.5,24.4,0.9,0.8,12.3,-4.8,1.5,110.6,118.1,-7.5,47.5,10.1,2021
173,Ioannis Kouzeloglou,PAU,.609,.592,168.8,9.4,20.1,15.1,7.1,28.0,0.4,1.5,20.3,-8.8,1.3,95.9,107.4,-11.5,30.9,9.9,2021
174,Giovan Oniangue,ORL,.521,.495,145.1,2.8,10.8,6.8,7.8,14.4,2.5,0.6,19.3,-2.6,1.1,96.0,106.3,-10.2,173.4,9.8,2021
175,Boris Dallo,PORT,.444,.417,123.4,5.1,16.0,10.4,22.8,18.9,2.2,0.6,22.1,-0.6,1.0,90.0,111.1,-21.1,173.5,9.8,2021
176,Karlton Dimanche,CHO,.560,.564,103.8,5.8,12.5,9.1,10.4,21.5,1.5,0.6,16.0,-2.8,1.4,100.0,114.7,-14.7,32.4,9.7,2021
177,Matthieu Gauzin,RCB,.495,.443,135.9,3.3,11.1,7.1,18.7,20.9,2.2,0.9,18.4,-0.5,1.2,97.2,113.8,-16.6,160.4,9.7,2021
178,Itay Segev,GRV,.522,.522,98.1,7.2,19.8,13.6,6.1,23.4,3.5,0.4,18.4,-6.5,1.3,86.6,111.2,-24.6,58.6,9.7,2021
179,Josh Owens,PLV,.585,.596,104.1,10.9,11.4,11.1,7.5,28.6,2.4,1.6,17.1,-7.1,1.3,93.9,109.2,-15.2,45.0,9.6,2021
180,Pape Sy,GRV,.654,.584,174.3,4.4,11.9,8.4,9.0,24.1,1.8,0.2,13.7,-3.1,1.6,108.0,114.0,-5.9,101.8,9.5,2021
181,Digue Diawara,PAU,.548,.500,154.6,6.4,15.2,11.1,3.9,15.7,1.2,0.8,16.9,-3.9,1.3,103.1,113.1,-10.0,72.4,9.4,2021
182,Michael Umeh,PORT,.537,.530,162.7,2.7,9.4,5.9,7.6,13.5,2.0,0.5,19.0,-2.8,1.1,98.8,112.5,-13.7,73.8,9.4,2021
183,Gerald Ayayi,PAU,.585,.529,165.7,5.2,9.1,7.3,12.5,28.8,3.0,1.0,21.7,-8.0,1.4,93.2,110.6,-17.3,63.0,9.4,2021
184,Ivan Fevrier,N92,.492,.465,145.2,5.6,13.5,9.4,4.2,9.7,1.5,0.9,17.3,-1.7,1.0,103.4,113.9,-10.6,57.5,9.3,2021
185,Jamel Morris,ORL,.570,.547,154.3,0.0,12.3,6.1,7.4,14.0,1.4,0.0,18.6,-2.4,1.2,99.1,105.4,-6.3,49.1,9.2,2021
186,Cyrille Eliezer-Vanerot,PORT,.567,.551,139.6,2.0,17.5,9.6,4.6,16.7,2.3,3.1,15.5,-3.8,1.3,98.7,110.2,-11.5,54.6,9.2,2021
187,Jean-Baptiste Maille,STR,.493,.421,139.1,5.5,14.9,9.9,30.1,34.7,2.3,0.1,15.6,1.8,1.2,96.2,107.0,-10.8,190.3,9.1,2021
188,Jeremy Nzeulie,BBD,.537,.495,160.3,1.7,8.9,5.2,12.6,14.7,1.2,0.2,18.5,-1.0,1.2,101.4,117.9,-16.5,105.0,8.9,2021
189,Jean-Frederic Morency,BBD,.571,.586,125.0,11.5,20.2,15.7,5.9,29.2,1.2,3.5,15.2,-7.0,1.3,91.5,117.4,-25.9,34.5,8.7,2021
190,Clement Cavallo,ROA,.552,.515,140.5,7.7,17.1,12.3,10.6,20.4,1.1,0.2,11.5,-0.5,1.2,108.6,115.2,-6.6,107.8,8.7,2021
191,Luka Asceric,JLB,.522,.483,151.5,2.6,11.2,7.0,14.7,19.3,1.3,0.5,18.3,-1.0,1.2,101.5,112.1,-10.6,102.5,8.6,2021
