#,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,year
56,Yakuba Ouattara,ASM,.583,.561,163.0,6.1,13.2,9.7,8.6,11.7,1.6,1.1,20.8,-1.7,1.3,115.3,107.0,8.3,293.9,16.1,2019
57,William Howard,CSP,.576,.524,156.3,5.7,15.7,10.8,14.4,12.8,2.7,0.7,18.4,1.3,1.3,116.7,110.9,5.8,290.5,16.1,2019
58,Myles Hesson,GRV,.548,.478,147.2,6.4,20.3,13.3,11.4,13.4,1.8,1.3,25.0,-2.5,1.4,106.8,110.4,-3.6,210.0,16.1,2019
59,Dominic Waters,N92,.586,.532,178.6,0.5,8.5,4.5,30.0,19.3,2.0,0.2,24.4,2.4,1.3,112.0,114.1,-2.1,138.1,16.0,2019
60,Michael Thompson,LEM,.621,.587,166.3,1.7,6.4,4.0,24.5,16.5,1.7,0.1,19.2,3.4,1.4,120.0,112.1,7.9,322.3,16.0,2019
61,Eric Buckner,LYV,.697,.683,135.0,6.6,16.9,12.1,7.0,23.0,1.2,5.4,17.0,-5.2,1.7,112.0,100.9,11.1,57.9,16.0,2019
62,Tree Treadwell,N92,.535,.505,111.5,13.6,17.8,15.7,7.2,11.2,1.7,1.0,21.3,-2.0,1.3,112.6,111.9,0.6,166.8,16.0,2019
63,Jarell Eddie,STR,.641,.618,180.9,3.3,19.5,11.7,8.4,12.5,1.0,1.5,19.4,-1.9,1.4,117.6,112.5,5.1,220.5,15.9,2019
64,Maxime Courby,JLB,.694,.679,175.8,5.9,13.8,9.9,6.7,7.2,1.6,0.5,13.2,0.7,1.5,138.9,112.5,26.5,223.4,15.9,2019
65,Axel Julien,DIJ,.573,.541,157.6,1.6,11.0,6.3,27.1,16.3,2.9,0.5,17.8,5.7,1.3,114.0,105.7,8.3,365.9,15.5,2019
66,David Lighty,LYV,.606,.569,163.8,5.1,12.7,9.1,15.9,14.1,2.3,0.3,17.2,1.3,1.4,120.0,104.3,15.8,323.3,15.5,2019
67,Leopold Cavaliere,PAU,.585,.580,135.4,9.0,19.9,14.8,6.6,12.8,2.1,1.3,17.2,-2.0,1.3,112.1,101.8,10.3,192.1,15.4,2019
68,O.D. Anosike,PORT,.527,.527,98.6,8.7,28.1,17.8,13.3,14.7,2.0,0.5,19.8,-1.2,1.2,102.8,111.2,-8.4,280.6,15.4,2019
69,Jimmy Baron,RCB,.658,.619,188.3,0.6,9.2,5.1,11.3,10.5,1.1,0.1,18.1,0.5,1.4,125.2,118.7,6.5,269.8,15.3,2019
70,Jarrod Jones,ASM,.553,.541,150.0,6.9,21.1,14.0,6.2,9.7,1.2,2.0,20.2,-1.6,1.2,112.0,104.2,7.8,307.8,15.3,2019
71,Pape Sy,CHO,.590,.507,166.2,5.5,14.7,9.9,12.1,12.7,1.6,0.5,17.9,-0.1,1.4,117.6,115.4,2.2,226.6,15.3,2019
72,Ron Lewis,FOS,.566,.531,149.4,2.4,12.7,7.3,18.9,13.5,1.9,0.4,23.9,0.4,1.3,108.2,117.6,-9.3,309.3,15.2,2019
73,Isaia Cordinier,ANT,.587,.544,152.2,3.4,15.4,9.6,16.6,16.3,2.0,1.5,21.1,-1.2,1.4,107.4,112.6,-5.2,212.6,15.0,2019
74,Amine Noua,LYV,.576,.560,149.2,4.8,16.8,11.0,7.4,9.7,1.0,2.7,19.8,-1.2,1.3,113.2,103.3,9.8,258.8,15.0,2019
75,Antywane Robinson,CHO,.560,.547,182.3,2.7,14.5,8.3,10.1,5.7,1.2,1.2,19.3,1.5,1.1,114.2,115.6,-1.4,161.4,14.9,2019
76,Dwight Hardy,CSP,.638,.619,173.2,1.2,5.4,3.4,12.8,13.2,1.6,0.3,19.6,-0.3,1.4,116.1,116.6,-0.4,272.9,14.8,2019
77,DeMarcus Nelson,LYV,.656,.598,176.4,3.6,12.8,8.3,26.1,24.6,2.0,0.8,16.2,2.2,1.6,117.5,102.9,14.7,235.8,14.7,2019
78,Mickey McConnell,PAU,.641,.593,183.2,2.1,8.3,5.4,25.7,19.7,1.5,0.3,17.1,3.0,1.4,117.9,109.4,8.5,350.8,14.6,2019
79,Karvel Anderson,GRV,.591,.558,164.8,2.1,9.8,5.9,16.5,10.8,1.3,0.1,20.3,1.9,1.3,116.0,115.3,0.7,297.9,14.6,2019
80,Donta Smith,PAU,.562,.516,148.9,3.1,19.3,11.7,23.8,20.3,1.9,0.9,20.5,0.6,1.3,105.3,102.2,3.1,284.1,14.6,2019
81,Demetrius Conger,LEM,.603,.531,155.4,3.2,11.8,7.6,9.8,11.9,1.6,1.5,17.9,-0.4,1.5,119.1,112.7,6.3,64.1,14.5,2019
82,Isaiah Miles,CSP,.592,.565,167.0,3.8,17.4,10.8,7.7,10.8,1.6,1.6,18.7,-1.0,1.3,112.9,112.4,0.6,217.8,14.5,2019
83,Akil Mitchell,BBD,.486,.495,105.2,6.7,20.8,13.4,17.6,15.2,2.6,1.9,19.9,0.6,1.1,99.4,105.2,-5.8,295.4,14.4,2019
84,Jean Victor Traore,PORT,.595,.582,152.2,6.5,17.9,11.8,8.9,10.8,2.2,1.8,13.3,0.5,1.3,118.6,111.4,7.2,222.8,14.3,2019
85,Mike Green,STR,.515,.399,147.7,1.6,11.9,6.9,31.1,16.2,1.7,0.5,20.8,6.0,1.3,111.7,112.6,-0.9,295.3,14.3,2019
86,Theo Maledon,LYV,.624,.556,173.2,2.0,12.7,7.6,19.2,21.3,2.5,0.9,19.4,-0.9,1.5,111.6,102.8,8.9,191.1,14.2,2019
87,Brandyn Curry,PORT,.558,.526,165.4,2.4,7.9,5.0,25.6,14.5,1.7,0.4,20.1,3.7,1.2,110.8,117.0,-6.2,208.9,14.2,2019
88,Sarra Camara,CHA,.551,.535,125.5,13.3,20.1,16.7,6.4,16.4,1.2,0.8,16.8,-3.1,1.3,110.0,114.5,-4.5,219.9,14.1,2019
89,Hugo Invernizzi,N92,.624,.602,170.0,3.7,15.0,9.3,9.1,7.5,1.8,0.5,13.3,2.0,1.3,129.6,112.7,16.8,305.1,14.1,2019
90,London Perrantes,CSP,.466,.418,155.4,2.3,9.7,6.1,47.1,21.5,3.2,0.0,19.5,11.4,1.0,108.0,111.1,-3.2,55.6,14.0,2019
91,Lazeric Jones,ASM,.554,.494,161.0,1.1,9.9,5.5,26.2,19.2,2.2,0.3,20.9,2.7,1.3,109.6,106.5,3.1,207.6,13.8,2019
92,David Michineau,PLV,.524,.483,162.6,2.0,13.0,7.3,20.4,13.4,2.2,0.0,22.7,1.2,1.2,105.6,111.8,-6.2,211.1,13.8,2019
93,Mantas Kalnietis,LYV,.551,.539,143.8,1.8,12.3,7.3,37.8,22.9,1.6,0.6,18.5,6.6,1.2,110.0,104.6,5.4,319.5,13.8,2019
94,Fernando Raposo,ANT,.578,.601,103.0,9.6,25.8,17.9,9.4,18.8,1.1,1.8,17.9,-3.6,1.5,102.8,111.9,-9.1,219.8,13.8,2019
95,Garrett Sim,JLB,.581,.543,172.0,0.6,9.0,4.9,22.4,15.5,1.9,0.1,18.9,3.1,1.3,115.0,113.7,1.2,252.5,13.7,2019
96,Sekou Doumbouya,CSP,.561,.538,157.8,6.0,15.4,10.8,6.2,13.9,2.1,2.6,20.2,-3.2,1.2,104.4,112.2,-7.8,141.6,13.7,2019
97,Anthony Hilliard,PORT,.521,.471,160.3,3.1,10.6,6.6,15.7,9.0,1.6,0.7,21.3,2.0,1.2,108.8,115.4,-6.6,257.4,13.7,2019
98,Tim Blue,ANT,.568,.544,156.8,3.9,16.5,10.4,13.0,15.5,1.5,0.8,23.7,-3.2,1.3,101.6,114.4,-12.9,252.1,13.6,2019
99,Benoit Mangin,PORT,.655,.598,181.8,1.3,7.6,4.3,28.9,25.2,1.7,0.1,16.6,2.8,1.5,113.5,116.0,-2.5,262.5,13.5,2019
100,Raymond Cowels,BBD,.542,.518,175.4,5.4,11.0,8.0,8.8,9.2,1.6,0.7,20.2,-0.4,1.1,111.1,110.5,0.6,181.8,13.4,2019
101,Obi Emegano,DIJ,.618,.584,177.7,2.4,12.2,7.3,6.4,10.6,2.5,0.3,16.8,-1.0,1.4,114.3,106.3,8.0,189.3,13.4,2019
102,Aigars Skele,ANT,.546,.490,157.3,3.9,10.2,7.1,19.5,13.5,1.9,0.3,19.9,1.4,1.2,108.0,116.6,-8.6,166.1,13.4,2019
103,Jaron Johnson,PLV,.566,.540,151.1,4.9,10.9,7.9,9.3,12.0,1.5,0.6,19.8,-1.3,1.3,111.0,114.3,-3.3,178.8,13.3,2019
104,Edouard Choquet,FOS,.601,.583,159.3,3.3,10.7,6.8,34.0,25.9,2.3,0.1,15.9,5.1,1.3,111.0,116.9,-5.9,254.9,13.3,2019
105,Mouhammadou Jaiteh,CSP,.547,.515,134.8,11.3,23.4,17.2,6.3,18.3,1.6,0.0,19.9,-5.0,1.2,102.1,116.0,-13.9,27.5,13.1,2019
106,Jeremy Leloup,DIJ,.611,.547,168.6,2.5,10.5,6.5,12.3,13.0,3.1,0.8,13.5,2.0,1.4,119.6,105.1,14.5,255.0,13.0,2019
107,Jerome Sanchez,BBD,.530,.472,149.5,4.5,14.5,9.2,15.2,14.0,2.9,1.0,14.0,2.4,1.2,112.6,106.6,6.0,166.8,13.0,2019
108,Bangaly Fofana,GRV,.628,.655,112.7,11.5,16.1,13.8,6.5,23.4,2.3,3.1,13.8,-4.0,1.6,109.2,108.8,0.4,122.4,12.9,2019
109,Jean-Michel Mipoka,GRV,.553,.520,160.3,3.5,12.1,7.8,10.9,9.3,1.3,0.3,20.3,0.4,1.2,110.2,114.3,-4.2,129.1,12.8,2019
110,Taurean Green,ANT,.566,.530,155.8,1.8,8.8,5.4,29.3,22.2,2.3,0.2,21.4,1.2,1.3,102.8,114.0,-11.2,172.0,12.7,2019
111,Abdoulaye Loum,DIJ,.505,.500,117.8,10.9,23.7,17.3,5.9,13.9,1.9,2.9,16.7,-2.2,1.1,101.3,103.2,-1.9,164.5,12.4,2019
112,Killian Hayes,CHO,.502,.459,142.8,1.8,13.2,7.2,27.1,18.9,2.6,0.9,21.1,2.2,1.1,98.5,113.3,-14.9,167.0,12.4,2019
113,Quentin Serron,STR,.558,.532,170.6,3.8,10.5,7.3,16.5,14.0,1.9,0.4,15.6,2.2,1.2,113.5,111.6,1.9,185.6,12.3,2019
114,Charles Lombahe-Kahudi,LYV,.527,.442,155.0,8.3,15.9,12.2,6.7,12.8,1.5,0.6,19.7,-2.6,1.3,109.3,105.6,3.7,189.9,12.2,2019
115,Malik Hairston,FOS,.503,.465,149.2,5.8,11.2,8.4,16.7,14.2,1.3,1.4,23.2,-0.6,1.1,100.0,118.3,-18.3,234.0,12.1,2019
116,Benjamin Sene,GRV,.493,.466,143.9,2.6,9.6,6.1,33.9,19.8,2.0,0.1,21.5,4.6,1.1,100.7,114.8,-14.1,164.1,11.9,2019
117,Viktor C. Gaddefors,ANT,.577,.563,136.9,3.0,18.2,10.8,15.7,18.3,1.9,0.5,15.8,-0.2,1.3,104.5,114.5,-10.0,139.3,11.7,2019
118,Florent Pietrus,STR,.619,.561,149.4,11.0,14.1,12.6,4.6,17.7,1.8,2.7,10.2,-1.7,1.6,121.9,109.5,12.3,126.8,11.7,2019
119,Mardy Collins,STR,.450,.406,130.9,3.5,13.7,8.8,26.1,14.1,1.6,0.6,23.0,3.6,1.0,99.2,111.9,-12.8,189.0,11.6,2019
120,Scott Wood,GRV,.674,.661,181.0,2.0,14.1,8.1,9.4,15.9,1.4,0.6,13.6,-0.6,1.4,116.4,113.0,3.4,178.5,11.4,2019
121,Moses Ehambe,PORT,.547,.536,147.9,4.1,6.7,5.3,6.5,11.4,1.5,0.6,21.9,-2.7,1.2,102.1,116.1,-13.9,60.4,11.4,2019
122,Jonathan Rousselle,CSP,.581,.524,155.1,2.8,10.6,6.8,26.9,21.2,1.0,0.5,15.5,5.2,1.4,115.9,116.0,-0.1,135.9,11.3,2019
123,Antoine Eito,LEM,.500,.456,148.2,2.5,10.4,6.3,20.0,11.9,1.5,0.1,15.6,5.1,1.1,113.0,111.9,1.1,209.0,11.3,2019
124,Marcus Dove,FOS,.494,.493,112.8,9.7,23.5,16.3,11.0,23.9,3.2,1.3,16.1,-3.6,1.1,90.9,108.1,-17.2,160.1,10.8,2019
125,Abdoulaye N'Doye,CHO,.554,.550,137.4,3.2,14.3,8.5,16.2,21.8,3.0,1.0,13.0,0.9,1.2,102.4,112.2,-9.8,203.3,10.8,2019
126,Akos Keller,PAU,.511,.490,122.0,8.4,18.2,13.6,6.5,18.1,1.8,2.5,19.5,-4.7,1.2,94.2,104.1,-9.9,116.6,10.7,2019
127,Terry Tarpey,LEM,.484,.467,124.1,5.2,18.1,11.5,9.6,18.0,2.8,2.9,11.2,0.1,1.1,100.7,102.2,-1.5,128.1,10.6,2019
128,Derek Needham,ASM,.496,.471,139.2,1.6,9.1,5.4,24.0,22.5,3.1,0.4,19.2,1.2,1.1,94.7,104.1,-9.4,117.3,10.4,2019
129,Olivier Troisfontaines,CHO,.497,.463,157.3,3.7,10.7,7.1,12.6,8.4,1.3,0.0,17.6,2.1,1.1,107.8,116.1,-8.3,94.9,10.1,2019
130,Maxime Roos,PLV,.515,.510,128.3,5.0,10.6,7.7,6.6,13.1,1.3,3.3,15.1,-1.5,1.1,101.8,111.3,-9.5,100.1,9.8,2019
131,Pierre Drouault,PORT,.519,.489,139.7,3.0,11.0,6.7,13.1,18.3,2.2,0.6,15.3,-0.4,1.2,98.1,112.3,-14.3,101.4,9.2,2019
132,Gedeon Pitard,RCB,.550,.516,147.8,3.3,11.8,7.7,16.6,22.0,1.9,0.9,13.1,1.3,1.2,105.2,115.2,-10.0,120.0,8.9,2019
133,Taqwa Pinero,PAU,.488,.472,166.5,1.6,10.5,6.3,9.1,11.2,2.5,0.2,18.0,-0.7,1.0,95.1,104.2,-9.2,88.0,8.6,2019
134,Alex Abreu,RCB,.456,.382,153.9,1.8,8.6,5.4,22.7,23.3,2.7,0.4,18.0,1.0,1.0,91.5,112.6,-21.1,37.4,8.0,2019
135,Jeremy Nzeulie,STR,.499,.451,143.8,1.9,10.9,6.6,11.5,18.6,1.6,0.0,20.4,-3.2,1.1,93.5,112.4,-18.9,89.8,7.6,2019
136,Jean-Frederic Morency,BBD,.443,.397,110.3,8.2,14.2,11.0,7.3,17.9,1.6,0.9,15.2,-2.6,1.1,91.9,109.3,-17.3,89.1,7.6,2019
137,Remi Lesca,BBD,.461,.447,119.1,1.3,7.5,4.2,26.6,22.2,1.9,0.2,18.2,2.9,1.0,93.4,110.9,-17.5,91.1,7.3,2019
138,Jordan Aboudou,FOS,.509,.509,115.8,4.7,15.9,10.0,9.4,24.4,2.1,1.9,18.2,-5.6,1.1,83.7,111.5,-27.9,27.4,6.9,2019
139,Jerel Blassingame,PAU,.551,.567,79.7,3.3,7.2,5.3,23.1,31.2,1.5,0.0,19.6,-4.3,1.1,88.2,103.2,-15.0,15.0,6.9,2019
140,Max Kouguere,ANT,.477,.463,126.7,1.9,13.6,7.8,8.1,16.5,2.3,0.4,14.4,-1.7,1.0,88.4,113.5,-25.1,74.1,6.5,2019
141,Louis Campbell,ANT,.496,.441,150.1,1.8,9.6,5.8,20.8,25.0,0.7,0.3,20.3,-2.5,1.1,87.8,118.4,-30.7,50.9,6.3,2019
142,Xavier Gaillou,FOS,.349,.337,98.6,1.6,8.0,4.6,26.2,31.7,1.4,0.0,15.0,1.4,0.7,75.5,118.5,-43.0,27.0,2.7,2019
143,Yakhouba Diawara,PORT,.389,.380,105.1,2.3,10.8,6.3,5.2,13.2,0.7,0.7,19.0,-3.0,0.8,76.6,116.7,-40.1,1.8,1.6,2019
1,Ismael Bako,LYV,.691,.633,142.9,14.1,18.8,16.4,4.9,9.9,1.7,7.5,18.0,-2.0,1.8,139.3,102.3,37.0,129.9,23.8,2020
2,Chris Horton,CHO,.658,.629,141.4,13.6,20.8,17.2,9.6,14.2,1.9,4.4,21.4,-2.9,1.5,125.1,106.3,18.9,320.4,23.7,2020
3,Miralem Halilovic,ORL,.583,.569,114.9,10.7,25.6,17.7,22.8,12.6,1.9,2.5,28.1,-0.4,1.4,115.4,110.8,4.5,312.1,23.7,2020
4,Livio Jean-Charles,LYV,.624,.606,159.8,13.8,17.1,15.4,9.8,9.3,1.1,2.2,25.2,-1.8,1.4,125.3,107.3,18.0,203.3,23.5,2020
5,Richard Solomon,DIJ,.653,.635,167.2,10.3,29.0,20.0,4.3,11.5,1.8,2.0,26.1,-4.7,1.5,119.3,99.3,20.0,218.6,23.2,2020
6,Brandon Taylor,LEM,.665,.583,178.4,0.7,9.4,5.3,41.4,20.0,2.6,0.8,24.4,6.7,1.6,125.6,115.6,10.1,181.5,22.1,2020
7,Vitalis Chikoko,PLV,.643,.631,125.8,10.5,21.4,16.0,13.1,16.0,1.5,5.4,22.6,-2.6,1.5,117.6,108.1,9.5,327.6,21.3,2020
8,J.J. O'Brien,ASM,.620,.553,161.4,10.1,10.2,10.2,13.8,12.3,1.9,1.9,22.7,-0.6,1.5,126.7,103.0,23.7,158.3,21.1,2020
9,Wilfried Yeguete,ASM,.617,.649,107.0,15.3,31.0,23.0,8.8,12.8,2.4,2.3,17.6,-1.3,1.5,123.3,94.6,28.7,185.9,21.0,2020
10,Adreian Payne,LYV,.674,.642,174.8,7.9,22.5,14.8,9.9,12.6,0.9,1.9,22.2,-2.6,1.6,128.8,109.4,19.4,96.8,20.6,2020
11,Zack Wright,JLB,.565,.513,153.1,5.9,16.9,11.2,43.0,21.2,3.9,1.1,19.5,8.8,1.3,119.2,106.8,12.4,196.3,20.3,2020
12,Youssou Ndoye,N92,.626,.604,129.3,12.8,25.7,19.1,2.3,15.5,1.3,3.5,24.2,-7.0,1.4,114.6,110.8,3.7,140.1,20.2,2020
13,Dee Bost,ASM,.619,.580,170.3,3.0,13.7,8.2,26.8,13.9,3.0,0.5,21.1,4.9,1.4,128.3,99.8,28.5,262.5,20.1,2020
14,Ludovic Beyhurst,CSP,.656,.600,186.1,2.4,9.1,5.6,38.0,17.2,4.3,0.5,16.8,9.7,1.5,133.1,104.2,28.8,88.4,19.9,2020
15,Tonye Jekiri,LYV,.638,.613,132.3,17.3,23.5,20.3,14.5,18.0,1.6,1.8,17.8,-1.3,1.5,124.6,103.4,21.2,178.5,19.8,2020
16,Ali Traore,STR,.670,.654,138.9,8.1,17.9,13.3,12.7,16.4,0.9,1.1,27.0,-4.8,1.5,113.2,114.0,-0.8,130.0,19.8,2020
17,Joe Burton,ROA,.631,.594,136.6,9.9,21.3,15.3,16.6,19.6,3.1,0.9,22.7,-3.6,1.5,112.6,113.3,-0.7,144.5,19.6,2020
18,Frank Hassell,PORT,.584,.577,114.5,14.7,18.6,16.7,9.7,15.7,1.3,1.8,26.4,-6.1,1.3,107.0,113.1,-6.1,144.3,19.5,2020
19,Nicolas de Jong,PAU,.595,.529,168.5,7.0,15.9,11.3,9.6,11.0,0.5,2.8,28.2,-3.7,1.4,115.8,108.3,7.5,72.9,19.5,2020
20,Cliff Alexander,LEM,.636,.609,186.7,10.8,25.4,18.3,3.2,15.0,1.0,2.9,25.6,-6.8,1.4,111.1,113.3,-2.2,143.3,19.4,2020
21,Thomas Scrubb,STR,.685,.668,176.1,6.8,14.1,10.7,11.5,11.3,2.7,0.9,18.1,0.3,1.5,128.2,111.2,16.9,252.1,19.3,2020
22,Jalen Riley,CHO,.581,.532,168.9,3.6,11.1,7.4,15.3,11.0,2.9,0.5,30.6,-1.6,1.3,113.8,108.4,5.3,135.4,19.1,2020
23,Spencer Butterfield,N92,.683,.668,186.3,8.0,14.2,11.0,11.8,13.4,2.1,0.0,19.3,-0.5,1.4,131.0,113.7,17.3,203.5,19.1,2020
24,Norris Cole,ASM,.566,.539,155.5,0.9,7.5,4.2,33.6,15.7,2.6,0.3,29.0,2.8,1.3,114.3,103.9,10.4,137.8,19.0,2020
25,Danilo Andjusic,JLB,.639,.588,174.9,2.1,13.4,7.6,21.4,16.2,2.7,0.3,24.5,-0.1,1.5,118.1,110.6,7.4,253.1,18.9,2020
26,Marcquise Reed,ROA,.575,.508,171.0,2.9,13.8,8.1,12.6,11.0,3.0,0.5,26.8,-1.7,1.3,112.3,116.6,-4.2,227.1,18.9,2020
27,Rob Gray,PLV,.644,.579,171.9,2.6,11.4,7.1,16.6,14.3,2.7,0.9,22.5,0.0,1.6,120.6,110.6,10.0,239.4,18.8,2020
28,Amine Noua,LYV,.629,.600,166.3,6.2,16.8,11.5,8.4,6.1,1.0,1.5,20.3,0.6,1.4,131.7,108.9,22.8,148.8,18.8,2020
29,Alpha Kaba,BBD,.590,.573,115.4,19.2,29.8,24.8,1.9,18.8,1.8,4.4,19.4,-6.9,1.5,109.1,105.1,3.9,238.1,18.6,2020
30,Axel Julien,DIJ,.648,.599,174.6,1.3,9.6,5.5,40.7,23.2,1.9,0.5,22.5,6.2,1.5,120.2,106.3,13.9,264.1,18.5,2020
31,David Holston,DIJ,.630,.591,169.5,3.3,8.1,5.8,35.5,20.0,3.0,0.2,20.6,6.7,1.4,122.4,105.3,17.1,233.5,18.5,2020
32,Dallas Moore,N92,.647,.623,179.9,2.7,7.8,5.2,15.3,13.2,2.0,0.4,23.1,-0.3,1.4,123.3,114.9,8.4,208.5,18.5,2020
33,Brandon Jefferson,ORL,.637,.574,177.7,1.8,8.3,4.8,21.0,12.1,2.2,0.1,21.0,2.7,1.5,126.6,115.3,11.3,261.5,18.3,2020
34,Alexandre Chassang,DIJ,.631,.608,173.7,5.8,22.5,14.4,11.6,12.7,1.5,1.9,20.2,-0.7,1.4,119.1,102.3,16.8,196.0,18.2,2020
35,Eric Buckner,ASM,.624,.606,123.5,13.0,18.9,15.9,4.2,15.4,1.3,1.9,20.7,-5.3,1.5,117.8,102.1,15.7,144.5,18.1,2020
36,Yannis Morin,RCB,.613,.555,129.7,9.1,27.2,18.5,10.1,18.0,0.9,4.3,25.1,-5.9,1.5,109.1,109.0,0.2,244.8,18.0,2020
37,Atoumane Diagne,CSP,.637,.638,119.4,15.3,31.9,23.3,2.9,21.5,1.8,7.0,18.3,-7.1,1.5,108.7,105.4,3.3,71.8,17.9,2020
38,Briante Weber,PLV,.584,.532,173.2,2.7,13.3,8.1,24.7,17.1,4.8,0.8,19.7,3.2,1.3,114.0,105.4,8.6,279.3,17.9,2020
39,Jerry Boutsiele,CSP,.588,.577,113.6,14.0,23.9,18.8,11.4,19.4,1.2,2.9,24.3,-5.7,1.5,106.5,109.9,-3.4,201.1,17.8,2020
40,Chris Evans,ORL,.589,.547,161.2,6.0,17.1,11.2,8.1,12.9,3.2,0.8,23.4,-3.4,1.4,112.0,110.5,1.5,222.4,17.7,2020
41,Isaia Cordinier,N92,.634,.578,173.1,2.9,18.7,10.5,13.4,15.8,2.1,1.3,21.3,-1.4,1.5,119.8,111.9,7.9,234.9,17.5,2020
42,Anthony Brown,CSP,.636,.605,185.8,1.3,21.6,11.3,16.2,11.2,1.7,0.7,19.6,1.3,1.4,120.3,110.3,10.0,105.3,17.5,2020
43,Edwin Jackson,LYV,.593,.507,166.9,2.7,10.5,6.6,16.0,11.4,1.9,0.7,23.9,0.7,1.4,121.5,106.8,14.7,119.0,17.4,2020
44,Mouphtaou Yarou,PLV,.632,.556,129.2,12.2,17.9,15.0,4.6,8.9,0.6,1.2,18.1,-1.5,1.7,129.7,117.1,12.5,57.3,17.3,2020
45,Semaj Christon,CSP,.571,.527,153.6,1.8,9.2,5.4,41.2,19.1,2.3,0.0,25.8,5.1,1.3,110.8,115.2,-4.4,124.9,17.3,2020
46,Patrick Miller,BBD,.596,.534,162.0,2.8,9.3,6.2,34.4,18.0,1.5,1.2,23.3,3.8,1.4,114.8,114.0,0.8,146.4,17.3,2020
47,Jaron Johnson,CHA,.573,.525,158.3,4.9,16.2,10.4,11.8,8.6,2.5,0.7,21.7,0.3,1.3,117.8,115.3,2.5,216.5,17.3,2020
48,Michael Stockton,CHO,.540,.496,161.9,1.8,11.5,6.7,39.7,13.5,2.1,0.4,21.2,9.5,1.2,118.9,110.3,8.6,270.4,17.2,2020
49,Jerai Grant,STR,.626,.565,138.5,8.2,16.4,12.5,7.6,9.7,1.1,4.1,18.7,-0.6,1.5,124.4,111.3,13.1,96.1,17.2,2020
50,Charles Lombahe-Kahudi,LYV,.705,.662,191.6,6.0,17.1,11.5,11.9,12.7,1.3,0.0,16.7,0.6,1.6,136.5,110.4,26.2,97.0,17.2,2020
51,Blake Schilb,RCB,.686,.645,187.8,2.2,16.6,9.7,24.9,16.7,1.6,0.2,17.0,3.4,1.5,127.5,113.1,14.4,252.3,17.1,2020
52,Obi Emegano,LEM,.693,.653,189.7,3.4,12.2,7.9,11.3,13.3,1.7,0.9,20.0,-1.1,1.6,124.9,115.1,9.8,180.5,17.1,2020
53,Patrik Auda,BBD,.657,.620,182.2,5.6,15.4,10.8,6.7,16.1,0.8,0.9,23.9,-5.8,1.6,114.7,114.0,0.7,154.4,17.0,2020
54,Johndre Jefferson,ROA,.594,.547,128.3,9.8,20.9,15.2,6.3,12.0,1.4,4.2,17.7,-2.1,1.4,118.1,111.5,6.6,104.8,17.0,2020
55,Antoine Diot,LYV,.597,.542,166.8,2.2,14.8,8.4,39.7,25.6,2.6,1.0,19.5,6.8,1.4,116.5,104.7,11.8,145.1,16.9,2020
56,Hugo Invernizzi,CSP,.652,.613,169.0,3.2,16.5,9.6,13.5,7.3,1.7,0.7,16.6,3.0,1.5,132.5,112.4,20.1,199.8,16.9,2020
57,Nic Moore,RCB,.688,.640,189.0,1.5,8.8,5.3,25.8,16.0,1.1,0.2,21.8,2.2,1.6,125.4,117.3,8.1,147.6,16.8,2020
58,Kenny Chery,N92,.570,.520,176.5,3.8,9.9,6.7,20.2,14.5,2.4,0.1,23.8,1.2,1.2,115.6,114.2,1.4,213.4,16.8,2020
59,Lamonte Ulmer,DIJ,.595,.553,159.4,11.4,13.0,12.2,5.8,10.0,1.7,1.9,19.9,-1.7,1.4,120.6,104.8,15.7,189.9,16.8,2020
60,Erik McCree,GRV,.596,.536,173.7,4.3,19.6,12.2,8.9,13.0,1.3,1.1,25.3,-3.5,1.4,109.9,112.3,-2.3,175.6,16.8,2020
61,Scottie Reynolds,STR,.701,.667,184.4,2.2,10.9,6.8,36.3,27.4,1.5,2.1,17.6,5.1,1.6,119.4,114.3,5.1,147.6,16.7,2020
62,Ian Miller,ROA,.562,.512,166.5,0.9,7.6,4.1,25.0,14.5,2.0,0.8,30.2,-0.5,1.3,107.4,119.9,-12.5,198.5,16.6,2020
63,Brian Conklin,CSP,.551,.525,153.3,10.0,17.8,13.8,9.9,11.4,1.8,0.2,25.8,-2.6,1.3,108.6,112.9,-4.3,138.9,16.6,2020
64,Pierre Pelos,JLB,.579,.574,143.6,8.7,20.5,14.5,8.5,10.2,2.0,2.0,20.3,-1.1,1.2,114.2,109.1,5.1,150.8,16.5,2020
65,Zachery Peacock,JLB,.608,.585,163.6,5.5,18.2,11.7,13.9,16.7,1.8,1.1,23.3,-2.9,1.3,110.3,110.6,-0.4,223.3,16.3,2020
66,Nianta Diarra,CHO,.695,.688,150.1,12.3,17.7,15.1,3.6,22.3,1.7,3.6,18.0,-7.0,1.6,113.1,108.7,4.4,89.3,16.3,2020
67,Benoit Mbala,CSP,.516,.509,121.4,11.9,18.9,15.3,7.2,7.9,3.8,2.6,17.8,0.0,1.4,112.7,102.5,10.2,65.0,16.2,2020
68,Taylor Smith,N92,.619,.630,112.0,10.3,18.4,14.2,8.4,18.4,2.3,4.5,16.4,-2.7,1.5,115.3,109.0,6.3,166.9,16.1,2020
