#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,year
22,Rob Gray,FWN,46,27.8,17.1,6.2,13.8,.446,1.4,4.1,.353,3.3,3.9,.844,0.7,2.7,3.3,3.2,0.7,0.4,1.9,1.8,2019
23,Brandon Sampson,WCB,37,33.7,16.9,5.9,12.9,.454,2.3,6.1,.379,2.9,3.4,.849,0.5,3.8,4.4,3.1,0.8,0.2,2.8,1.9,2019
24,Travis Trice,AUS,36,33.8,16.9,6.3,14.6,.431,2.0,5.3,.386,2.3,2.9,.792,0.6,3.6,4.2,7.1,1.2,0.2,2.4,1.6,2019
25,Tyler Harvey,MHU,38,27.8,16.9,6.0,12.4,.482,2.7,6.2,.441,2.2,2.7,.812,0.4,2.7,3.1,3.7,1.3,0.2,2.1,2.5,2019
26,Michael Frazier,RGV,45,33.3,16.9,5.7,12.8,.446,2.8,7.4,.381,2.6,3.4,.781,1.2,4.4,5.5,3.4,1.3,0.3,2.1,2.8,2019
27,Scotty Hopson,OKL,35,27.9,16.6,6.7,12.7,.530,1.1,3.6,.320,2.1,2.9,.720,0.7,3.5,4.2,2.9,1.1,0.3,2.3,2.1,2019
28,Billy Garrett,WES,48,29.9,16.5,6.1,12.9,.470,1.2,3.7,.316,3.2,3.8,.856,0.2,3.0,3.2,3.8,0.8,0.1,2.1,2.3,2019
29,Scott Machado,SBL,45,30.9,16.4,5.8,13.2,.435,1.2,4.2,.287,3.7,4.1,.898,0.6,2.7,3.4,8.0,1.1,0.2,3.8,2.0,2019
30,Gabe York,LAK,41,29.2,16.4,5.7,13.6,.421,3.0,8.2,.367,2.0,2.3,.851,0.5,2.6,3.1,3.1,1.0,0.1,2.0,1.7,2019
31,Troy Caupain,LAK,49,33.7,16.4,6.1,12.7,.479,1.8,4.7,.386,2.4,3.1,.779,0.8,5.0,5.8,5.4,0.8,0.2,2.0,1.4,2019
32,Raphiael Putney,SXF,40,30.2,16.4,5.6,12.4,.453,2.0,6.2,.315,3.3,3.9,.828,1.1,7.2,8.3,2.0,1.0,2.4,2.1,3.2,2019
33,Joe Chealey,GBO,43,31.3,16.3,5.6,12.8,.436,1.1,3.4,.333,4.0,5.2,.773,0.6,3.0,3.6,5.4,1.0,0.2,2.3,2.2,2019
34,Jordan Sibert,ERI,42,32.0,16.0,5.5,13.1,.424,3.4,9.0,.376,1.5,1.8,.844,0.5,4.0,4.6,2.0,1.4,0.4,1.1,2.1,2019
35,Jared Brownridge,DEL,49,29.1,15.9,5.4,12.9,.419,3.8,9.6,.398,1.3,1.7,.778,0.4,1.8,2.2,2.3,0.7,0.1,0.9,1.7,2019
36,John Holland,AUS,40,29.0,15.8,4.9,11.4,.425,2.4,6.5,.371,3.7,4.4,.846,0.6,2.3,2.9,2.6,1.4,0.2,2.1,2.5,2019
37,Travis Wear,SBL,39,30.9,15.8,5.6,13.7,.408,2.9,7.5,.381,1.7,2.2,.779,0.8,5.8,6.6,1.9,0.8,0.6,1.4,2.4,2019
38,Rashad Vaughn,DEL,51,27.4,15.5,5.5,13.6,.407,2.5,6.5,.392,1.9,2.3,.852,0.7,3.4,4.1,2.5,0.8,0.3,1.8,1.9,2019
39,George King,NAS,41,31.8,15.5,5.4,11.4,.475,2.2,5.1,.429,2.4,3.0,.820,0.6,4.8,5.3,2.5,0.9,0.6,2.7,2.4,2019
40,Stephan Hicks,FWN,48,32.6,15.4,5.5,11.9,.459,1.0,3.4,.304,3.5,4.0,.856,2.4,4.4,6.8,1.2,0.6,0.2,1.5,1.9,2019
41,B.J. Johnson,LAK,39,29.8,15.4,5.5,11.6,.476,1.9,4.4,.442,2.4,2.9,.841,1.4,3.8,5.2,1.4,1.4,0.5,1.7,2.1,2019
42,Mitchell Creek,LIN,41,30.6,15.3,5.9,10.7,.552,0.3,1.5,.222,3.1,4.2,.741,2.4,3.1,5.5,2.3,0.9,0.2,1.6,2.1,2019
43,Kadeem Allen,WES,39,31.8,15.3,5.7,12.8,.447,0.9,2.3,.411,2.8,3.7,.766,1.1,4.4,5.5,6.7,1.5,0.4,2.6,2.7,2019
44,Jacorey Williams,CLE,50,28.8,15.2,6.4,11.6,.557,0.0,0.1,.200,2.3,3.5,.655,2.0,5.0,7.0,2.6,0.8,0.7,2.3,2.6,2019
45,Johnathan Williams,SBL,36,27.3,15.2,6.7,12.3,.546,0.3,1.1,.250,1.5,3.5,.433,3.4,5.3,8.7,1.7,0.7,0.9,2.0,2.5,2019
46,Darius Morris,SCW,34,29.4,15.1,5.6,14.0,.404,1.5,5.2,.294,2.3,3.4,.681,0.8,2.5,3.3,6.5,0.6,0.1,3.8,1.7,2019
47,Jordan McLaughlin,LIN,39,29.1,15.0,5.3,12.6,.423,2.1,6.1,.335,2.3,2.9,.786,0.8,2.5,3.3,4.9,1.6,0.2,1.8,1.3,2019
48,Isaiah Cousins,SLC,39,30.7,14.9,6.0,13.6,.439,1.8,4.5,.395,1.2,1.6,.758,0.6,3.6,4.2,5.9,1.2,0.1,2.2,2.2,2019
49,"Bonzie Colson, Jr.",WIS,46,30.8,14.9,5.7,12.7,.452,1.6,4.7,.335,1.8,2.6,.706,1.7,5.2,6.9,1.5,0.8,1.2,1.3,2.0,2019
50,Daniel Ochefu,STO,39,24.2,14.8,6.0,10.1,.597,0.1,0.2,.222,2.8,3.7,.752,2.7,6.2,8.9,2.3,1.1,1.1,2.1,3.0,2019
51,Levi Randolph,CLE,50,31.7,14.5,5.4,11.3,.477,1.9,4.3,.451,1.8,2.4,.765,1.0,3.1,4.1,2.1,1.2,0.1,1.4,2.4,2019
52,Cat Barber,ERI,41,26.6,14.5,5.5,12.4,.440,0.6,2.8,.228,3.0,4.4,.670,0.6,2.8,3.4,5.0,1.0,0.1,2.5,1.7,2019
53,Rodney Purvis,SXF,49,33.1,14.5,5.3,13.9,.382,2.2,7.2,.309,1.7,2.4,.697,0.4,3.5,3.9,3.8,0.9,0.3,2.1,2.6,2019
54,Gerald Hannahs,MHU,49,25.6,14.5,5.2,11.0,.477,1.8,4.2,.413,2.3,2.5,.926,0.3,1.5,1.8,1.4,0.4,0.1,1.4,2.0,2019
55,Charles Cooke,SXF,40,31.6,14.4,5.3,11.4,.462,1.4,4.1,.341,2.5,3.2,.778,1.1,2.9,4.0,2.3,1.0,0.6,1.7,2.1,2019
56,Peter Jok,NAS,43,30.4,14.3,4.9,11.5,.426,2.7,6.7,.409,1.8,2.2,.828,0.4,4.3,4.7,1.4,1.4,0.1,1.6,2.1,2019
57,Manu Lecomte,ACC,49,30.1,14.1,4.8,10.4,.457,2.2,5.4,.410,2.3,2.7,.865,0.3,1.8,2.1,4.3,0.6,0.1,1.6,1.9,2019
58,Yuta Watanabe,MHU,33,33.9,14.1,5.1,11.7,.434,1.2,3.7,.336,2.8,3.3,.827,1.6,5.7,7.3,2.8,0.9,1.2,1.6,2.2,2019
59,Tarik Phillip,MHU,47,29.7,14.1,5.2,11.1,.467,1.4,3.5,.404,2.3,2.9,.783,1.1,3.8,5.0,4.2,1.6,0.7,1.9,2.5,2019
60,Bryce Alford,OKL,50,30.6,14.0,4.5,11.2,.398,2.7,7.8,.348,2.4,2.9,.833,0.2,3.1,3.3,3.6,0.9,0.1,1.7,1.2,2019
61,C.J. Williams,IWA,36,29.5,14.0,5.1,12.6,.405,2.7,7.3,.365,1.1,1.4,.765,0.5,3.2,3.7,2.0,0.9,0.6,1.4,2.5,2019
62,Nick Johnson,WIS,37,35.5,13.9,5.0,13.2,.378,1.4,4.6,.310,2.5,3.4,.736,0.6,3.7,4.3,6.4,1.3,0.6,3.0,3.3,2019
63,Chinanu Onuaku,GBO,44,28.9,13.9,5.6,11.0,.508,0.2,1.1,.160,2.5,4.0,.644,3.0,9.4,12.5,3.1,1.3,1.8,3.2,3.4,2019
64,Richard Solomon,OKL,35,26.4,13.8,5.4,9.2,.586,0.2,1.1,.175,2.9,4.1,.706,3.2,5.4,8.6,1.8,1.3,1.0,2.4,3.6,2019
65,Michael Qualls,WIS,50,28.3,13.8,4.6,11.3,.406,1.2,4.2,.290,3.3,4.6,.729,1.3,5.2,6.6,2.3,1.1,0.7,1.6,1.5,2019
66,Mychal Mulder,WCB,47,32.9,13.7,4.9,10.6,.460,2.9,7.0,.412,1.1,1.5,.746,0.2,3.9,4.1,1.6,0.7,0.4,0.9,2.3,2019
67,Marcus Derrickson,SCW,35,27.2,13.7,5.1,10.9,.467,1.9,4.5,.421,1.7,2.0,.841,1.5,4.1,5.6,1.9,0.7,0.5,1.8,2.9,2019
68,Omari Johnson,FWN,50,27.6,13.6,4.9,11.8,.418,2.6,7.2,.362,1.2,1.4,.806,1.3,3.7,5.0,1.4,0.9,0.5,1.1,1.8,2019
69,Dez Wells,OKL,40,24.5,13.4,4.8,10.0,.479,0.6,1.8,.329,3.3,4.2,.783,0.5,2.7,3.2,3.2,1.2,0.3,2.3,2.5,2019
70,John Gillon,GBO,46,29.4,13.3,3.7,8.9,.420,1.5,4.1,.363,4.4,5.0,.882,0.2,2.6,2.8,6.0,1.0,0.2,2.7,2.2,2019
71,Bubu Palo,SXF,40,31.4,13.2,3.6,7.9,.457,0.8,1.9,.440,5.2,6.3,.832,1.2,3.0,4.1,4.5,0.6,0.1,2.3,3.1,2019
72,Chris Chiozza,GOG,47,33.5,13.2,4.9,11.2,.438,1.8,4.3,.407,1.6,2.1,.760,0.6,4.1,4.7,7.7,1.9,0.1,2.7,2.4,2019
73,K.J. McDaniels,OKL,44,26.7,13.2,5.0,10.7,.469,1.0,3.1,.319,2.1,3.0,.710,1.9,4.0,5.8,1.7,1.1,1.5,1.9,1.9,2019
74,Dakarai Tucker,RGV,49,25.8,13.0,4.7,10.8,.439,2.7,7.1,.383,0.8,1.0,.776,1.0,2.2,3.2,1.6,0.8,0.2,1.9,1.5,2019
75,Andrew White,MNE,50,30.7,12.9,4.5,10.6,.426,2.4,6.4,.376,1.5,1.7,.874,0.4,3.4,3.8,1.0,0.5,0.3,1.2,2.0,2019
76,Ben Moore,AUS,47,29.1,12.9,4.6,8.5,.544,0.5,1.5,.362,3.1,3.9,.783,3.5,5.3,8.8,2.2,1.2,0.7,1.7,2.9,2019
77,Jairus Lyles,SLC,46,26.8,12.9,4.1,10.6,.388,1.7,4.3,.401,2.9,3.6,.818,0.8,2.9,3.7,4.2,1.4,0.2,2.7,2.0,2019
78,Kaiser Gates,WCB,50,26.0,12.7,3.9,9.5,.410,2.7,7.3,.375,2.2,2.8,.786,1.0,5.5,6.5,2.0,0.9,0.4,1.0,2.2,2019
79,Deng Adel,CLE,37,31.2,12.7,4.8,11.2,.430,1.1,3.5,.315,2.0,2.6,.771,0.7,4.8,5.5,2.5,0.6,0.5,2.0,1.5,2019
80,Matt Jones,STO,49,34.4,12.7,4.5,10.6,.422,1.7,4.9,.345,2.1,2.5,.821,0.7,3.5,4.2,1.9,1.2,0.2,0.8,2.0,2019
81,C.J. Fair,WCB,46,30.7,12.7,4.7,9.3,.506,0.6,2.0,.290,2.7,3.6,.731,1.7,5.5,7.1,2.9,1.2,1.2,1.3,1.7,2019
82,Jonathan Stark,IWA,39,31.9,12.6,4.7,10.8,.439,1.3,3.9,.344,1.7,2.3,.764,0.4,2.6,3.0,5.8,1.1,0.1,1.7,2.8,2019
83,Trevon Duval,WIS,39,28.2,12.5,4.9,11.7,.422,0.8,3.5,.243,1.8,2.8,.645,0.5,2.3,2.8,3.7,1.2,0.1,2.6,2.2,2019
84,Keith Hornsby,TEX,46,27.7,12.3,4.5,9.0,.495,1.8,3.7,.485,1.6,1.9,.841,0.5,2.1,2.7,1.6,1.0,0.1,0.8,1.0,2019
85,Scoochie Smith,CLE,50,33.5,12.2,4.3,11.2,.381,1.7,5.2,.335,1.9,2.4,.800,0.7,3.7,4.5,6.5,1.7,0.3,2.0,2.4,2019
86,Haywood Highsmith,DEL,46,32.2,12.2,4.5,10.6,.427,1.6,4.8,.333,1.6,2.3,.667,2.2,4.7,6.9,2.7,1.1,0.6,1.7,2.0,2019
87,John Petrucelli,LAK,47,28.3,12.1,4.2,8.7,.483,1.2,2.7,.442,2.5,3.0,.849,0.9,3.2,4.1,2.8,1.7,0.8,1.7,3.0,2019
88,Hakim Warrick,IWA,44,20.7,12.0,4.3,6.9,.613,0.1,0.2,.667,3.4,4.3,.784,2.3,3.6,5.8,1.9,0.3,0.4,1.2,1.6,2019
89,Cody Demps,STO,50,30.7,11.8,4.2,9.3,.449,0.8,2.6,.315,2.7,3.3,.808,1.4,3.3,4.7,3.4,1.1,0.3,1.9,3.1,2019
90,Julian Washburn,MHU,38,32.5,11.6,4.6,9.7,.473,1.7,4.2,.411,0.7,0.9,.743,1.2,4.1,5.3,1.7,1.0,0.2,1.1,1.5,2019
91,Rawle Alkins,WCB,44,26.1,11.5,4.7,10.5,.446,1.0,3.4,.307,1.1,1.7,.618,1.7,3.8,5.5,3.1,0.9,0.7,2.2,1.8,2019
92,Justin Bibbs,ACC,49,29.6,11.4,4.2,10.0,.418,1.7,5.3,.318,1.3,1.7,.765,0.3,2.8,3.1,2.7,0.7,0.1,1.3,1.2,2019
93,Reggie Hearn,STO,40,28.3,11.4,3.6,8.4,.431,2.4,6.0,.404,1.7,2.0,.873,0.6,3.9,4.5,1.5,0.3,0.2,1.5,2.8,2019
94,Keenan Evans,DEL,45,27.6,11.3,3.8,8.7,.434,1.2,3.2,.386,2.5,3.0,.832,0.6,2.8,3.4,3.5,0.9,0.1,1.6,2.0,2019
95,Isaac Humphries,ERI,46,21.8,11.3,4.9,9.0,.538,0.6,1.8,.349,0.9,1.4,.662,1.9,5.2,7.0,1.2,0.8,1.1,1.6,2.3,2019
96,Tahjere McCall,LIN,33,26.1,11.3,4.1,8.2,.498,0.6,2.3,.276,2.5,3.3,.759,1.5,2.8,4.3,2.7,1.4,0.5,1.7,3.4,2019
97,Johnny Hamilton,GRD,49,24.3,11.2,4.5,8.0,.564,0.0,0.0,.500,2.2,3.2,.692,3.8,4.9,8.8,1.4,0.4,2.5,1.8,2.6,2019
98,Antonius Cleveland,SCW,42,26.5,11.2,4.2,9.2,.459,1.0,2.6,.360,1.7,2.5,.709,1.1,3.9,5.0,2.0,1.6,0.7,1.4,2.5,2019
99,Norvel Pelle,DEL,36,22.8,11.1,4.7,6.6,.703,0.0,0.0,.000,1.8,2.3,.750,2.4,5.9,8.3,1.2,0.3,2.9,2.3,3.7,2019
100,Pe'Shon Howard,GOG,49,26.1,11.1,3.7,9.7,.379,2.1,5.2,.406,1.6,2.1,.784,0.3,2.3,2.6,3.7,0.8,0.1,1.9,1.8,2019
101,Jeremy Hollowell,ERI,49,23.3,11.1,4.2,9.2,.450,1.2,3.8,.319,1.5,2.0,.781,1.7,4.0,5.7,1.9,0.7,0.8,1.4,2.6,2019
102,Malik Newman,CLE,42,21.7,11.0,4.2,9.4,.448,1.5,4.1,.356,1.1,1.4,.783,0.3,2.5,2.8,2.1,0.5,0.1,1.2,1.2,2019
103,Emanuel Terry,SXF,39,25.2,10.9,4.6,8.1,.568,0.0,0.1,.000,1.8,3.4,.523,2.7,5.2,7.9,1.1,1.1,1.5,1.6,2.6,2019
104,Donte Grantham,OKL,33,27.3,10.8,3.8,9.5,.403,2.1,5.5,.372,1.1,1.4,.804,1.0,5.6,6.6,2.3,1.0,0.4,1.3,1.5,2019
105,Antonio Campbell,LAK,43,18.0,10.8,4.2,8.7,.481,1.6,4.1,.389,0.9,1.2,.731,1.1,2.8,4.0,1.1,0.7,0.4,1.2,3.0,2019
106,"Michael Bethea, Jr.",GRD,46,22.7,10.8,3.7,9.1,.408,1.9,5.4,.345,1.5,2.0,.736,0.6,2.9,3.5,1.0,1.0,0.1,1.4,1.9,2019
107,Matt Farrell,DEL,45,27.0,10.7,4.0,9.8,.410,1.9,5.4,.351,0.8,1.1,.755,0.4,2.9,3.3,6.2,0.7,0.2,2.3,1.9,2019
108,Justin Harper,SBL,35,22.5,10.7,3.9,9.8,.394,1.9,5.4,.346,1.1,1.3,.867,1.2,2.7,3.9,2.2,0.4,0.2,1.0,1.9,2019
109,Vander Blue,TEX,39,27.7,10.6,3.7,9.8,.379,0.8,3.1,.254,2.4,3.2,.758,0.7,3.1,3.8,2.4,1.2,0.1,1.5,2.0,2019
110,D.J. Hogg,DEL,43,24.4,10.6,3.7,9.0,.416,2.3,6.2,.366,0.9,1.0,.902,0.7,3.2,3.8,1.4,0.8,1.0,1.3,1.8,2019
111,Kostas Antetokounmpo,TEX,40,25.4,10.6,3.6,7.0,.522,0.3,1.0,.244,3.1,4.5,.685,1.9,4.3,6.2,0.8,1.0,1.4,1.9,3.6,2019
112,Markel Crawford,MHU,47,24.3,10.5,4.0,9.9,.401,1.2,3.9,.308,1.3,1.7,.808,0.7,2.7,3.4,1.7,1.3,0.3,1.3,2.0,2019
113,Chris Wright,OKL,38,19.2,10.4,4.2,7.1,.596,0.2,0.6,.250,1.7,2.6,.680,1.3,2.9,4.1,1.1,1.2,1.0,1.2,2.8,2019
114,Vitto Brown,MNE,47,25.6,10.4,3.6,8.8,.409,2.1,5.8,.365,1.1,1.2,.893,0.9,3.9,4.8,1.0,0.5,0.4,1.1,2.3,2019
115,Desi Rodriguez,ACC,49,27.9,10.3,4.0,9.4,.425,0.9,3.1,.275,1.4,2.1,.663,1.3,3.4,4.8,2.5,1.0,0.7,1.6,2.0,2019
116,"Daxter Miles, Jr.",NAS,49,25.8,10.3,3.9,9.4,.410,1.4,4.8,.287,1.2,1.7,.671,0.8,1.7,2.6,2.4,1.2,0.1,1.3,2.6,2019
117,Aaron Epps,NAS,49,23.8,10.3,4.1,8.2,.502,1.4,4.0,.364,0.5,0.6,.897,2.0,4.7,6.7,0.8,0.4,0.9,1.0,3.0,2019
118,Wenyen Gabriel,STO,42,20.7,10.1,3.9,8.0,.488,0.8,2.2,.370,1.5,2.0,.738,2.4,4.2,6.6,1.1,0.5,1.1,1.5,3.3,2019
119,Canyon Barry,IWA,42,27.2,10.1,3.4,7.2,.475,1.3,3.2,.404,2.0,2.4,.838,0.5,3.6,4.0,1.5,0.5,0.5,1.1,1.3,2019
120,Duane Alexander Notice,RAP,47,29.9,10.0,3.6,8.5,.416,1.6,4.1,.385,1.3,1.9,.693,0.6,2.4,2.9,2.8,0.9,0.1,1.3,1.6,2019
121,Brandon Fields,ACC,49,27.6,9.9,3.6,9.0,.404,1.6,4.5,.352,1.1,1.3,.813,0.2,1.7,1.8,4.2,0.8,0.2,1.6,1.5,2019
122,Braian Angola-Rodas,LAK,38,24.3,9.8,3.2,7.8,.417,1.4,4.0,.351,1.9,2.2,.871,0.9,3.6,4.4,2.6,1.5,0.6,0.9,2.4,2019
123,Vince Edwards,RGV,31,30.6,9.7,3.6,9.5,.383,1.9,6.1,.314,0.5,0.9,.607,1.6,3.6,5.3,2.2,0.8,0.4,1.1,2.4,2019
124,Deyonta Davis,SCW,43,23.4,9.7,4.6,7.8,.592,0.0,0.0,.000,0.5,0.6,.833,1.9,5.6,7.4,1.3,0.9,1.3,1.2,3.3,2019
125,Dom Pointer,CLE,41,23.4,9.7,3.8,7.2,.525,1.0,2.4,.402,1.2,1.5,.778,0.8,4.0,4.7,2.1,1.9,1.3,1.3,2.6,2019
126,Diamond Stone,RGV,33,14.1,9.7,4.1,7.8,.525,0.5,1.8,.293,0.9,1.2,.775,1.6,2.8,4.4,0.5,0.6,0.7,1.2,1.8,2019
127,Noah Allen,GOG,42,26.2,9.5,3.5,8.5,.404,1.3,4.2,.301,1.4,1.8,.760,1.0,4.8,5.8,2.5,1.0,0.2,1.7,1.8,2019
128,Kyle Casey,MHU,40,24.2,9.5,3.5,7.0,.502,0.6,1.7,.343,1.9,2.7,.706,1.0,5.1,6.1,2.5,0.5,0.7,1.7,3.1,2019
129,Abdul Gaddy,OKL,49,29.2,9.5,3.8,6.9,.557,0.8,1.8,.449,1.0,1.9,.548,0.5,2.6,3.1,7.4,0.9,0.1,2.3,2.5,2019
130,Craig Sword,ERI,49,23.7,9.5,3.4,6.9,.494,0.9,2.9,.322,1.7,2.4,.716,0.6,2.7,3.3,1.8,1.4,1.2,1.3,3.1,2019
131,Jemerrio Jones,SBL,47,24.7,9.4,4.2,7.8,.542,0.3,0.9,.341,0.6,1.2,.500,3.4,6.2,9.6,3.5,1.4,1.0,2.1,2.2,2019
132,Speedy Smith,GRD,45,28.8,9.2,3.2,7.7,.420,0.8,2.2,.364,2.0,2.3,.838,0.6,3.0,3.5,7.5,1.6,0.1,2.4,2.0,2019
133,Thomas Wimbush,LIN,31,20.1,9.1,3.0,7.1,.416,0.9,2.9,.319,2.3,2.7,.833,0.9,2.8,3.7,1.3,0.5,0.1,1.6,2.5,2019
134,Alen Smailagic,SCW,47,17.4,9.1,3.4,6.9,.495,0.4,1.7,.244,1.8,2.7,.659,2.1,1.9,4.0,1.0,0.9,0.9,1.4,2.3,2019
135,Darel Poirier,GOG,40,20.1,9.1,3.7,7.3,.502,0.4,1.2,.333,1.4,2.1,.643,1.1,3.1,4.1,0.8,0.3,1.0,1.5,2.4,2019
136,Shannon Scott,LIN,46,30.4,9.0,3.3,8.9,.374,1.7,5.1,.325,0.7,0.9,.767,0.7,4.3,5.1,5.9,1.1,0.3,2.6,2.3,2019
137,Will Cherry,SCW,46,28.0,9.0,3.6,9.5,.380,0.5,2.6,.198,1.3,1.8,.720,0.7,3.1,3.8,4.4,1.5,0.3,1.8,2.5,2019
138,Marquise Moore,IWA,43,24.3,9.0,3.6,7.8,.464,0.0,0.1,.167,1.8,2.5,.697,1.0,4.0,5.0,2.6,0.6,0.6,1.2,1.7,2019
139,Doral Moore,MHU,50,19.7,9.0,3.8,6.0,.637,0.0,0.0,.000,1.3,2.3,.579,2.0,4.7,6.7,0.8,0.4,1.8,1.6,2.5,2019
140,Rodney Pryor,RAP,41,19.4,8.9,3.4,7.9,.432,1.6,4.3,.383,0.5,0.7,.679,0.6,2.7,3.3,1.5,0.9,0.2,1.1,1.9,2019
141,Andre Ingram,SBL,37,24.4,8.8,3.1,7.8,.397,1.6,4.5,.358,1.1,1.3,.833,0.5,2.4,2.8,0.9,0.7,0.1,0.6,1.4,2019
142,Amida Brimah,AUS,47,23.3,8.8,3.7,6.0,.623,0.0,0.0,.000,1.4,4.1,.335,3.1,4.9,8.0,1.4,0.2,3.1,2.4,3.2,2019
143,Kamari Murphy,LIN,46,21.9,8.7,3.2,6.7,.469,0.4,1.5,.246,2.0,2.7,.734,1.5,5.1,6.6,1.5,0.5,0.6,1.3,2.2,2019
144,Tyler Nelson,GBO,36,19.3,8.6,2.9,6.4,.457,1.7,4.0,.427,1.0,1.2,.814,0.1,1.9,2.0,1.2,0.3,0.2,0.6,1.1,2019
145,Marcus Allen,SBL,43,20.9,8.5,3.5,7.3,.479,0.3,1.1,.313,1.2,2.4,.505,0.7,1.8,2.5,1.1,0.8,0.2,1.0,2.1,2019
146,"Derek Cooke, Jr.",RAP,45,24.8,8.5,3.6,7.2,.505,0.0,0.1,.200,1.2,1.9,.635,4.5,5.4,9.9,1.3,1.4,0.8,1.3,2.2,2019
147,Stephen Zimmerman,WES,44,20.1,8.3,3.5,6.3,.564,0.0,0.0,.500,1.3,2.0,.636,2.3,4.8,7.1,1.8,0.6,0.9,1.7,1.9,2019
148,Ferrakohn Hall,WCB,47,18.4,8.3,3.1,6.9,.458,0.9,2.3,.402,1.1,1.4,.781,1.0,2.8,3.8,1.8,0.4,0.6,1.2,2.6,2019
149,Isaiah Armwood,GOG,36,22.8,8.3,3.2,5.8,.553,0.0,0.2,.000,1.9,2.5,.744,2.1,4.5,6.6,1.3,0.6,1.6,1.5,2.0,2019
150,Paul Watson,WES,50,30.8,8.2,3.1,7.0,.438,1.0,3.0,.345,1.0,1.6,.625,0.6,4.3,4.8,1.1,0.8,0.6,1.2,2.8,2019
151,Sheldon Jeter,MNE,41,19.0,8.0,2.7,5.8,.473,1.7,3.8,.439,0.9,0.9,.946,0.6,2.4,3.0,1.1,0.6,0.7,0.7,2.5,2019
152,Xavier Johnson,TEX,45,21.3,7.8,3.0,6.0,.506,0.3,1.1,.255,1.4,2.6,.538,2.1,3.8,5.9,1.2,0.9,0.4,1.3,2.7,2019
153,Kellen Dunham,GOG,50,21.4,7.7,2.6,5.4,.476,1.6,3.4,.462,1.0,1.2,.823,0.5,1.9,2.4,0.7,0.6,0.1,0.6,1.3,2019
154,Tanner McGrew,SLC,46,18.7,7.7,2.6,5.9,.448,1.3,3.2,.401,1.1,1.5,.743,1.6,2.8,4.5,1.6,0.7,0.4,1.0,1.8,2019
155,John Bohannon,MNE,43,20.8,7.7,3.3,5.6,.598,0.1,0.3,.286,0.9,1.7,.534,2.6,6.1,8.7,3.3,0.5,1.6,1.3,2.2,2019
156,Ryan Anderson,DEL,37,18.3,7.6,3.0,6.2,.485,0.2,1.0,.194,1.4,2.3,.593,3.1,5.5,8.6,1.2,0.5,0.4,1.0,1.5,2019
157,Suki Wiggs,WES,49,19.7,7.6,2.8,6.6,.421,0.4,1.7,.265,1.7,2.4,.686,0.6,2.8,3.4,2.1,0.7,0.2,1.2,1.6,2019
158,Brandon McCoy,WIS,41,13.9,7.5,3.1,6.7,.469,0.1,0.6,.125,1.2,2.0,.593,1.9,3.2,5.1,0.6,0.4,0.6,1.5,2.1,2019
159,Devon Baulkman,WES,39,20.9,7.5,2.9,7.3,.399,1.1,3.2,.347,0.6,0.7,.793,0.8,2.2,3.0,1.1,0.8,0.5,0.9,2.1,2019
160,Chris Walker,RGV,49,17.7,7.5,3.0,5.1,.590,0.0,0.0,.000,1.5,2.7,.541,2.2,3.5,5.7,1.1,0.7,1.1,1.4,1.9,2019
161,Drew Gordon,LIN,35,16.1,7.3,3.0,6.0,.498,0.1,0.9,.161,1.3,2.1,.611,2.2,4.5,6.7,0.9,0.4,0.5,0.8,1.5,2019
162,Robert Johnson,WIS,47,20.5,7.3,2.8,6.9,.409,1.1,3.3,.318,0.6,0.9,.636,0.1,2.6,2.7,1.9,0.6,0.1,1.0,1.3,2019
163,Michael Patrick Gbinije,SCW,46,26.2,7.2,2.7,6.7,.399,1.4,3.9,.352,0.6,0.8,.684,0.5,2.5,3.0,1.7,1.1,0.2,0.8,1.7,2019
164,Demarcus Holland,ACC,38,20.7,7.2,2.9,6.6,.433,0.6,1.8,.319,0.9,1.1,.854,0.9,2.0,2.9,1.4,0.8,0.2,1.2,1.7,2019
165,Juan Toscano-Anderson,SCW,43,24.4,7.2,2.8,6.5,.436,0.3,1.0,.349,1.1,1.9,.590,2.1,4.9,7.0,2.2,1.3,0.9,1.5,2.7,2019
166,Ike Nwamu,FWN,39,21.1,7.1,2.6,6.9,.375,1.2,4.0,.310,0.7,1.0,.737,0.3,1.7,2.1,1.8,0.7,0.1,1.2,1.6,2019
167,Sam Thompson,GBO,49,20.7,7.1,2.9,6.8,.420,0.8,2.8,.281,0.6,0.8,.769,0.8,2.3,3.1,1.3,0.8,0.3,0.9,1.6,2019
168,Jeremiah Hill,LAK,44,17.5,7.0,2.6,6.1,.431,1.3,3.3,.381,0.5,0.6,.714,0.5,1.7,2.2,2.9,0.8,0.3,0.8,1.0,2019
169,Todd Withers,GRD,48,25.6,6.9,2.5,6.1,.405,1.3,3.9,.317,0.7,1.0,.723,0.9,4.7,5.6,1.1,1.0,0.8,0.9,1.9,2019
170,Thomas Wilder,WCB,44,18.6,6.8,2.3,5.9,.392,0.4,1.6,.261,1.8,2.6,.681,0.5,2.2,2.8,2.3,0.9,0.1,1.2,1.7,2019
171,Steph Branch,SLC,50,25.1,6.7,2.6,6.1,.431,0.7,2.5,.290,0.7,1.0,.712,1.1,3.8,4.8,1.2,1.4,1.3,1.2,2.0,2019
