#,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,year
43,Arnas Velicka,BLB,.620,.558,151.2,4.9,12.4,8.6,36.7,21.1,1.5,1.0,23.8,3.2,1.6,118.4,116.2,2.2,223.9,17.9,2021
44,Chase Fieler,BRO,.625,.606,160.3,5.3,14.7,10.1,18.4,13.3,2.1,4.6,19.8,1.7,1.4,121.9,111.9,10.0,252.8,17.8,2021
45,Devon Hall,BRO,.631,.589,170.4,3.6,14.9,9.3,24.4,18.7,1.7,1.3,24.1,0.1,1.4,116.7,114.4,2.3,343.9,17.7,2021
46,Dennis Clifford,RAS,.697,.674,139.4,9.5,25.9,17.9,13.6,21.5,1.0,3.6,17.3,-3.1,1.7,119.3,114.9,4.3,219.4,17.7,2021
47,Edgar Sosa,RAS,.632,.591,177.5,1.2,8.2,4.6,23.5,13.6,1.8,0.3,25.8,0.6,1.4,118.8,121.8,-3.1,136.8,17.6,2021
48,Martin Breunig,EWE,.617,.567,134.4,12.8,19.7,16.2,8.3,9.0,1.3,1.8,18.6,0.1,1.5,129.3,113.2,16.2,209.5,17.6,2021
49,Quinton Hooker,BC,.591,.551,168.0,2.4,11.6,6.9,32.0,14.9,2.5,0.4,22.1,4.5,1.3,119.6,118.5,1.2,361.9,17.5,2021
50,Chris Babb,TBB,.600,.553,166.1,1.5,7.3,4.4,18.4,8.3,1.6,0.3,23.3,2.5,1.3,123.9,116.7,7.3,319.0,17.5,2021
51,Strahinja Micovic,TBB,.646,.608,174.3,5.2,15.0,10.2,7.3,13.9,0.7,1.6,24.1,-4.5,1.5,118.1,115.7,2.4,251.8,17.5,2021
52,Ben Lammers,BER,.544,.517,130.0,9.8,20.0,15.1,8.9,8.7,2.0,6.2,18.7,0.0,1.2,115.4,100.5,14.9,304.8,17.3,2021
53,Tremmell Darden,LUD,.602,.552,161.0,5.6,16.5,10.8,5.9,9.7,2.4,5.1,17.9,-1.3,1.4,122.3,103.1,19.2,221.4,17.3,2021
54,Johannes Thiemann,BER,.630,.582,162.7,10.3,19.7,15.1,11.2,15.4,2.1,0.7,19.3,-1.6,1.5,121.0,104.5,16.5,233.4,17.3,2021
55,Oscar da Silva,LUD,.590,.575,146.8,8.8,21.8,14.6,6.0,12.9,1.4,5.1,21.2,-3.6,1.3,112.8,106.5,6.3,80.0,17.2,2021
56,George King,BVC,.676,.634,183.2,3.8,19.4,11.7,9.6,16.5,2.6,1.3,21.4,-4.0,1.5,118.4,115.4,3.1,241.0,17.2,2021
57,Nick Weiler-Babb,BAY,.611,.592,157.6,5.8,14.7,10.3,18.2,12.3,1.7,2.5,17.8,3.2,1.4,126.8,106.5,20.3,225.4,17.1,2021
58,Per Guenther,RUL,.627,.497,171.3,0.6,9.6,5.2,28.1,16.7,1.3,0.0,26.2,1.4,1.6,120.5,113.0,7.6,138.8,17.0,2021
59,Tai Odiase,GOE,.588,.567,118.6,11.4,18.8,15.0,2.0,12.6,0.7,5.8,22.5,-5.2,1.4,110.8,117.0,-6.2,322.8,17.0,2021
60,Nathan Boothe,EWE,.588,.558,182.1,7.7,16.6,12.2,13.5,9.5,0.7,1.9,22.5,1.0,1.3,119.3,115.1,4.3,231.5,16.9,2021
61,Aubrey Dawkins,GOE,.671,.645,186.4,4.4,13.5,8.9,8.0,14.7,2.1,0.5,22.1,-4.0,1.5,117.3,117.7,-0.4,269.9,16.8,2021
62,Gavin Schilling,BLB,.562,.549,108.9,16.2,26.8,21.4,9.4,16.2,1.1,2.1,24.0,-5.0,1.4,108.5,115.0,-6.5,286.5,16.7,2021
63,"Frank Bartley, IV",BAY,.604,.534,166.6,2.0,11.4,7.0,15.6,16.2,3.1,0.7,26.0,-2.7,1.4,109.7,114.6,-4.9,256.6,16.7,2021
64,Wade Baldwin IV,BAY,.579,.539,159.2,1.1,13.8,7.7,31.0,19.1,2.5,1.0,27.9,0.8,1.3,109.6,108.2,1.5,247.8,16.6,2021
65,Aric Holman,RUL,.614,.592,164.9,9.3,20.7,15.2,9.3,12.9,1.1,5.8,18.2,-1.3,1.3,119.5,107.1,12.4,232.0,16.6,2021
66,Vladimir Lucic,BAY,.662,.571,178.2,4.5,14.4,9.7,8.3,13.2,2.0,0.8,19.0,-1.7,1.6,127.6,109.8,17.8,202.0,16.5,2021
67,Diante Garrett,GIE,.612,.589,172.6,1.8,7.6,4.7,24.4,16.4,2.5,0.8,21.6,2.6,1.3,117.8,124.7,-6.8,207.6,16.4,2021
68,Bjorn Rohwer,RAS,.619,.556,168.7,8.8,24.0,16.3,15.4,16.8,1.2,1.3,23.9,-3.2,1.5,114.7,116.9,-2.2,57.0,16.3,2021
69,Marcus Eriksson,BER,.670,.642,187.3,1.8,8.2,5.1,6.6,7.4,0.9,0.4,20.5,-0.7,1.4,127.6,111.1,16.5,252.1,16.2,2021
70,Peyton Siva,BER,.553,.484,165.3,1.5,8.3,5.0,39.8,21.1,2.7,0.0,28.0,3.9,1.3,110.1,105.3,4.8,195.0,16.2,2021
71,Maodo Lo,BER,.597,.548,164.0,2.6,9.4,6.1,30.4,18.3,1.9,0.1,22.8,3.5,1.4,116.2,109.3,6.9,255.1,16.2,2021
72,A.J. Brodeur,BC,.649,.638,135.3,7.3,14.6,10.7,14.0,13.8,2.4,3.0,11.8,1.8,1.4,129.8,112.4,17.4,78.4,16.0,2021
73,Jordan Swing,HAM,.604,.568,173.0,2.3,17.0,9.0,18.7,14.9,1.4,0.0,25.6,-0.9,1.3,112.2,110.4,1.8,200.4,15.9,2021
74,Karim Jallow,BLB,.617,.567,164.1,5.7,15.1,10.3,13.6,16.3,1.4,0.7,23.9,-3.4,1.5,114.1,118.4,-4.3,303.3,15.8,2021
75,Brekkott Chapman,OLI,.543,.458,155.2,6.9,13.1,10.0,13.5,11.3,1.8,4.3,24.0,-0.8,1.3,111.7,115.6,-3.8,105.8,15.7,2021
76,Niels Giffey,BER,.627,.582,179.4,5.8,15.7,11.0,10.7,14.2,1.6,0.8,22.3,-2.5,1.4,116.3,107.7,8.6,215.1,15.7,2021
77,Leon Kratzer,TBB,.522,.541,84.9,13.6,33.0,23.5,9.2,16.2,2.1,5.2,18.9,-3.0,1.2,103.6,105.4,-1.8,197.6,15.7,2021
78,Brandon Bowman,GIE,.589,.545,164.7,7.8,16.6,12.0,10.7,13.7,1.1,2.2,20.6,-1.8,1.3,115.5,125.0,-9.4,194.1,15.7,2021
79,Matt Tiby,BAY,.646,.610,175.1,6.0,18.6,12.8,8.9,12.5,1.7,0.9,18.3,-1.1,1.5,121.2,114.5,6.8,275.6,15.6,2021
80,Jonah Radebaugh,LUD,.587,.537,176.3,6.8,15.8,11.0,9.2,10.5,2.1,1.7,16.9,0.0,1.3,122.6,105.4,17.2,133.3,15.5,2021
81,Tayler Persons,OLI,.521,.476,145.1,4.2,19.3,11.0,32.4,14.2,1.8,0.0,24.2,3.7,1.2,110.9,116.1,-5.2,70.9,15.5,2021
82,Michele Vitali,BRO,.626,.560,167.3,1.6,10.6,6.3,18.7,13.2,1.8,0.4,18.8,2.6,1.5,125.5,114.5,11.1,234.0,15.5,2021
83,Lukas Meisner,BLB,.605,.589,157.5,4.2,16.8,10.2,9.1,11.0,1.1,2.1,21.2,-1.7,1.3,117.0,118.9,-1.9,134.6,15.5,2021
84,Martin Peterka,BLB,.642,.618,177.1,9.2,11.0,10.0,11.4,9.9,0.9,0.4,17.9,0.5,1.4,129.5,120.8,8.7,188.9,15.5,2021
85,Thomas Klepeisz,RUL,.668,.586,176.2,1.1,5.8,3.5,21.3,17.5,2.7,0.2,19.0,1.9,1.6,125.4,110.7,14.7,186.6,15.4,2021
86,Terry Allen,HAM,.584,.555,163.3,6.3,14.6,10.1,9.6,7.3,1.7,1.0,17.9,1.1,1.3,122.0,110.0,12.0,301.3,15.3,2021
87,Christian Sengfelder,BRO,.566,.529,164.1,9.1,15.2,12.2,6.8,7.4,1.2,0.2,20.6,-0.6,1.2,119.8,115.5,4.3,311.5,15.3,2021
88,Tim Coleman,CRA,.565,.472,151.5,8.1,21.6,15.3,20.9,25.5,2.4,2.8,34.7,-11.1,1.4,98.3,104.4,-6.1,71.1,15.2,2021
89,Jordan Hulls,LUD,.634,.605,179.1,2.4,7.5,4.8,19.5,13.9,1.9,0.1,17.3,3.1,1.4,127.0,109.2,17.9,375.0,15.2,2021
90,Cameron Clark,RUL,.564,.518,151.3,5.8,17.7,11.7,3.5,10.7,2.6,1.0,22.5,-3.7,1.3,108.7,107.0,1.7,125.9,15.2,2021
91,James Thompson IV,TBB,.624,.588,150.2,15.4,24.0,19.7,3.5,20.9,1.2,3.3,17.0,-6.1,1.6,113.2,111.1,2.1,223.4,15.1,2021
92,Moritz Plescher,BRO,.706,.706,95.8,0.0,15.7,8.5,8.0,0.0,0.9,0.0,13.2,3.2,1.4,142.2,114.8,27.4,20.3,15.1,2021
93,Jayson Granger,BER,.549,.513,152.7,1.9,11.1,6.7,37.0,18.8,2.4,0.0,20.9,7.3,1.2,114.4,109.3,5.0,273.4,15.0,2021
94,Jonas Weitzel,OLI,.586,.538,151.5,7.9,12.2,10.1,7.9,10.9,1.2,1.3,21.0,-2.1,1.3,115.1,120.8,-5.7,71.4,15.0,2021
95,Michael Kessens,FRA,.609,.578,126.0,14.4,24.3,19.3,9.2,21.8,0.9,2.1,22.8,-7.4,1.4,105.3,111.7,-6.3,153.0,14.9,2021
96,Shevon Thompson,BRO,.654,.647,128.3,18.6,23.4,21.1,0.9,25.4,1.5,2.7,18.8,-9.8,1.4,105.8,111.3,-5.5,60.9,14.9,2021
97,Jonas Wohlfarth-Bottermann,LUD,.578,.582,107.4,16.9,19.7,18.2,6.0,18.2,1.6,2.9,17.0,-4.2,1.4,113.6,105.1,8.5,159.6,14.8,2021
98,Isaiah Wilkins,RUL,.597,.575,165.3,14.1,17.4,15.8,14.0,17.6,1.8,3.1,14.1,0.6,1.4,124.0,107.9,16.1,182.3,14.7,2021
99,Alex Hamilton,TBB,.554,.530,146.7,3.5,11.6,7.6,22.1,21.8,4.1,0.9,21.8,-1.8,1.2,102.1,110.2,-8.1,121.3,14.7,2021
100,Joe Lawson,BVC,.662,.585,173.9,6.7,16.3,11.8,7.9,20.8,1.1,0.0,26.3,-8.7,1.6,111.1,120.7,-9.6,56.5,14.7,2021
101,Roko Rogic,BC,.617,.581,176.8,4.4,10.8,7.5,28.9,20.6,1.3,0.0,21.7,0.7,1.4,114.6,122.2,-7.6,155.4,14.7,2021
102,Murphy Holloway,OLI,.560,.561,104.1,5.8,24.1,15.2,14.0,22.1,3.4,3.0,28.6,-8.5,1.2,90.3,106.6,-16.3,73.1,14.7,2021
103,Luke Nelson,GOE,.561,.525,155.4,1.1,7.8,4.4,35.6,18.2,2.0,0.0,27.0,2.8,1.3,108.6,119.7,-11.1,207.5,14.5,2021
104,Robert Lowery,OLI,.613,.568,162.5,4.8,10.1,7.5,30.0,21.1,1.7,0.0,22.1,1.4,1.4,111.7,121.6,-10.0,79.4,14.5,2021
105,Phil Pressey,EWE,.591,.556,155.5,0.9,13.6,7.3,24.8,19.4,3.1,0.5,19.4,3.4,1.4,112.6,110.9,1.6,284.6,14.5,2021
106,Matej Rudan,BAY,.597,.563,143.5,17.2,16.7,16.9,6.7,16.6,1.7,1.2,17.9,-3.5,1.5,117.9,101.4,16.5,27.3,14.4,2021
107,Deishuan Booker,GOE,.609,.553,167.6,1.4,12.2,6.7,35.7,24.7,2.2,1.0,20.5,3.4,1.4,112.5,117.2,-4.7,184.5,14.3,2021
108,Yorman Polas,LUD,.575,.540,159.2,6.7,15.1,10.6,13.7,15.7,2.9,0.4,17.0,0.1,1.3,116.2,104.7,11.5,337.5,14.3,2021
109,Elias Lasisi,CRA,.661,.654,162.7,1.1,13.0,7.2,12.0,10.1,1.1,0.3,16.5,1.1,1.4,126.5,114.2,12.3,298.5,14.3,2021
110,Louis Olinde,BER,.564,.500,155.6,10.3,15.9,13.1,6.3,11.7,2.2,2.4,16.7,-1.4,1.3,118.9,103.0,15.9,144.9,14.2,2021
111,Jordan Barnett,RAS,.570,.542,152.2,6.2,13.2,9.7,9.5,10.2,1.9,1.9,19.7,-0.8,1.3,113.3,117.2,-3.9,159.0,14.2,2021
112,Bogdan Radosavljevic,CRA,.649,.587,175.9,6.6,19.6,13.3,11.2,20.5,1.1,0.9,21.9,-5.3,1.6,112.4,112.3,0.1,216.0,14.2,2021
113,Johannes Richter,HAM,.672,.643,200.7,10.9,24.4,16.9,4.2,16.8,2.4,1.2,14.9,-3.5,1.4,121.6,114.4,7.3,30.5,14.2,2021
114,Bastian Doreth,BAY,.630,.579,180.0,1.9,10.5,6.5,30.7,17.9,1.5,0.0,15.5,7.2,1.4,126.2,117.7,8.5,274.8,14.2,2021
115,Johannes Richter,GIE,.572,.513,161.1,13.3,15.4,14.3,6.7,13.5,1.0,0.4,18.4,-2.5,1.3,117.5,124.4,-7.0,67.9,14.0,2021
116,Gabriel de Oliveira,TBB,.747,.750,140.2,9.2,20.0,14.7,1.3,23.0,2.1,2.6,14.8,-6.6,2.3,120.5,109.8,10.7,31.4,14.0,2021
117,Leon Radosevic,BAY,.593,.567,163.8,8.2,15.4,11.8,7.4,11.6,1.0,2.0,17.4,-1.2,1.3,118.4,111.4,7.0,213.0,13.9,2021
118,Moritz Krimmer,RUL,.727,.750,216.7,6.0,18.7,12.9,3.7,22.5,2.7,5.5,11.0,-3.4,1.7,117.0,99.0,18.1,24.8,13.7,2021
119,Demetrius Conger,RUL,.642,.582,180.3,4.9,13.8,9.4,10.7,16.0,1.4,0.3,17.9,-1.8,1.5,118.8,111.5,7.3,171.6,13.6,2021
120,Terrel Harris,BVC,.624,.585,175.9,6.1,9.9,8.0,25.6,25.5,1.8,0.1,21.1,-2.0,1.5,108.8,120.4,-11.7,239.9,13.6,2021
121,Malte Ziegenhagen,BVC,.670,.648,173.6,0.9,8.2,4.5,14.8,14.4,1.0,0.0,22.0,-1.6,1.5,119.0,122.5,-3.4,73.8,13.6,2021
122,Isiaha Mike,BVC,.607,.577,156.0,7.0,17.9,12.5,10.0,18.1,2.2,2.8,17.7,-3.0,1.4,110.6,115.5,-4.9,271.6,13.6,2021
123,Dominic Lockhart,BRO,.647,.627,171.1,4.3,11.4,7.9,12.5,12.7,2.0,0.3,15.8,1.0,1.4,125.1,115.8,9.3,194.0,13.5,2021
124,Philipp Hartwich,BC,.625,.617,120.2,12.6,14.6,13.5,5.1,25.3,1.6,10.5,13.1,-5.1,1.5,107.6,112.8,-5.3,155.6,13.5,2021
125,Isaac Hamilton,GIE,.558,.540,174.9,6.8,10.3,8.5,15.4,18.5,2.5,0.4,24.0,-3.3,1.2,103.5,123.3,-19.8,130.3,13.5,2021
126,Philipp Schwethelm,EWE,.656,.626,186.3,4.1,12.2,8.1,9.2,5.4,1.6,0.9,13.7,2.7,1.4,135.3,114.3,21.1,156.6,13.4,2021
127,Bryce Taylor,HAM,.649,.625,177.6,0.8,11.6,5.8,7.5,5.9,1.6,1.1,14.8,1.2,1.4,130.1,110.8,19.3,111.5,13.4,2021
128,Jan Wimberg,BVC,.606,.551,177.0,5.0,18.6,11.8,9.3,16.3,1.8,4.7,15.2,-1.5,1.3,114.9,115.1,-0.2,201.9,13.3,2021
129,Bruno Vrcic,FRA,.615,.596,159.9,4.9,8.9,6.8,8.4,9.6,1.6,0.5,19.3,-1.0,1.3,116.0,115.3,0.7,53.1,13.3,2021
130,John Petrucelli,RUL,.579,.533,169.8,4.2,10.7,7.5,9.3,12.8,3.8,1.1,17.3,-0.7,1.3,112.7,105.6,7.1,144.8,13.2,2021
131,Zac Cuthbertson,HAM,.547,.522,141.1,5.4,20.3,12.3,7.1,8.6,2.1,3.3,16.5,0.1,1.2,113.5,106.6,6.9,161.3,13.1,2021
132,Alen Pjanic,GIE,.614,.598,163.4,5.2,13.6,9.4,6.3,9.7,2.3,2.5,14.1,-0.1,1.3,122.9,122.9,0.0,185.3,13.1,2021
133,Diego Flaccadori,BAY,.541,.507,155.8,2.6,10.9,6.8,30.5,20.0,2.2,0.7,20.2,4.4,1.2,108.3,109.3,-1.0,138.5,13.1,2021
134,Marcus Thornton,BVC,.570,.540,156.6,1.5,7.7,4.6,27.7,18.2,1.5,0.5,25.2,0.3,1.3,107.7,121.2,-13.5,248.4,13.1,2021
135,Rich Igbineweka,HAM,.644,.613,160.0,5.2,6.7,5.9,3.1,11.6,3.7,0.9,14.0,-2.1,1.6,122.5,105.3,17.2,30.0,13.1,2021
136,James Robinson,BLB,.556,.502,167.1,0.7,10.6,5.6,27.8,13.4,1.6,0.2,18.0,5.9,1.3,119.5,119.4,0.1,279.8,13.0,2021
137,Quantez Robertson,FRA,.577,.538,160.6,4.4,14.0,9.1,17.6,16.4,2.8,1.3,15.6,1.3,1.3,112.7,111.6,1.1,310.4,12.9,2021
138,Jeremy Jones,CRA,.625,.597,160.8,4.5,11.4,8.1,6.6,11.9,2.8,1.0,14.5,-0.9,1.4,121.2,110.5,10.6,244.8,12.7,2021
139,Chad Brown,GIE,.451,.417,96.2,16.9,15.0,15.9,3.0,10.8,0.7,8.9,20.0,-3.3,1.1,100.7,121.0,-20.3,42.3,12.7,2021
140,Florian Koch,OLI,.600,.549,171.6,4.4,17.5,10.9,10.4,13.4,1.6,0.4,17.2,-0.9,1.3,114.6,118.4,-3.7,174.8,12.7,2021
141,Norense Odiase,BRO,.630,.533,123.3,16.3,15.8,16.0,5.9,27.4,1.1,6.3,15.6,-6.4,2.0,110.9,112.4,-1.5,26.3,12.6,2021
142,Tim Schneider,BER,.602,.585,160.1,7.5,17.2,12.5,7.4,13.2,0.9,1.0,16.3,-1.4,1.3,116.3,107.5,8.8,175.6,12.5,2021
143,Kenneth Ogbe,BRO,.592,.543,155.7,5.1,14.2,9.8,6.8,13.8,1.4,0.8,19.8,-2.9,1.5,113.2,115.5,-2.3,170.9,12.4,2021
144,Deividad Gailius,TBB,.592,.523,160.8,3.7,14.1,8.8,10.1,15.6,0.8,0.3,22.1,-3.4,1.4,110.3,118.5,-8.2,76.1,12.4,2021
145,Jonathan Stark,GIE,.571,.540,163.4,1.1,7.5,4.3,25.5,18.9,1.4,0.2,22.9,1.3,1.2,108.4,127.1,-18.7,215.8,12.4,2021
146,Harper Kamp,GOE,.575,.510,161.3,9.9,20.5,15.2,8.6,19.4,1.7,0.7,19.4,-4.4,1.4,106.7,117.1,-10.4,154.0,12.3,2021
147,Rasheed Moore,FRA,.555,.520,160.7,5.6,13.5,9.5,9.6,8.6,0.8,0.6,19.3,-0.1,1.2,112.5,116.7,-4.2,224.1,12.3,2021
148,Ferdinand Zylka,GIE,.589,.542,164.2,2.7,19.7,11.1,10.5,19.1,2.4,0.3,23.7,-5.2,1.3,103.5,121.6,-18.1,68.4,12.3,2021
149,Tyson Ward,OLI,.547,.513,144.0,7.1,15.7,11.3,19.1,20.2,2.4,1.0,20.5,-1.6,1.3,102.6,117.1,-14.5,212.4,12.3,2021
150,Jon Axel Gudmundsson,FRA,.537,.492,149.8,2.0,12.9,7.3,23.9,16.8,2.4,0.2,23.6,0.3,1.2,103.3,112.9,-9.6,237.9,12.3,2021
151,Brandon Thomas,GIE,.597,.563,165.7,4.2,10.5,7.3,9.0,13.6,1.6,0.2,17.0,-1.1,1.3,115.1,127.0,-11.9,210.4,12.3,2021
152,Bryon Allen,BLB,.492,.467,136.5,2.7,14.2,8.0,25.2,13.9,1.9,0.3,20.9,3.8,1.1,106.6,121.7,-15.1,97.5,12.2,2021
153,Will Vorhees,RAS,.558,.523,149.7,10.0,16.1,13.1,10.9,16.9,1.1,0.4,23.9,-4.9,1.3,103.5,120.0,-16.5,139.1,12.2,2021
154,Jesse Hunt,RAS,.614,.589,156.5,8.1,24.5,16.1,6.7,15.5,0.7,1.8,15.2,-2.4,1.5,115.6,119.9,-4.3,108.8,12.1,2021
155,James Gist,BAY,.586,.563,154.8,9.6,14.0,11.8,7.6,19.7,2.5,1.7,15.4,-3.1,1.3,109.5,113.5,-3.9,109.9,12.1,2021
156,Sebastian Herrera,EWE,.592,.538,165.3,4.1,12.2,8.1,13.5,13.8,1.8,0.9,14.8,2.0,1.4,119.6,113.9,5.7,189.3,12.0,2021
157,Radii Caisin,CRA,.685,.663,181.6,3.6,9.3,6.5,4.4,4.4,0.7,0.0,14.1,0.4,1.5,138.8,116.2,22.6,30.1,11.9,2021
158,Dejan Kovacevic,CRA,.529,.452,161.9,3.1,18.3,10.8,8.1,5.4,0.6,4.1,20.4,0.8,1.2,114.5,110.8,3.7,17.4,11.9,2021
159,Shavon Coleman,BC,.505,.455,153.9,6.3,17.8,11.7,7.6,9.2,2.1,0.8,19.8,-1.0,1.1,108.7,116.3,-7.5,91.9,11.9,2021
160,Sergio Kerusch,BC,.514,.466,149.5,11.4,19.3,15.2,2.4,10.7,1.1,0.8,20.3,-3.8,1.1,106.5,118.7,-12.1,149.8,11.9,2021
161,Fabian Bleck,CRA,.591,.575,149.9,8.0,15.3,11.7,8.8,13.6,2.1,0.7,12.2,0.1,1.3,120.4,111.0,9.4,275.0,11.8,2021
162,T.J. DiLeo,TBB,.548,.471,163.0,2.4,9.9,6.2,23.1,17.3,2.5,0.0,15.6,3.7,1.3,113.7,114.0,-0.3,196.3,11.8,2021
163,Robin Amaize,BAY,.606,.574,152.6,4.2,11.5,7.9,10.4,17.2,3.6,2.0,14.0,-0.3,1.4,115.8,107.0,8.8,110.5,11.8,2021
164,Josh Young,RAS,.536,.484,156.5,3.0,9.3,6.1,25.3,14.1,1.3,0.1,21.3,3.0,1.2,110.9,122.3,-11.4,196.3,11.7,2021
165,Xavier Pollard,TBB,.540,.497,164.9,4.5,11.3,8.0,16.2,20.6,3.4,0.0,21.1,-2.9,1.2,99.5,111.7,-12.2,119.8,11.6,2021
166,Patrick Heckmann,RUL,.618,.550,165.4,3.8,15.9,10.0,11.8,15.7,1.2,1.2,14.3,0.3,1.5,119.8,110.3,9.6,151.9,11.6,2021
167,Isaiah Philmore,TBB,.633,.598,170.3,3.3,10.8,7.3,6.4,13.7,1.3,0.9,14.9,-1.8,1.4,120.0,113.7,6.2,87.4,11.5,2021
168,Zan Sisko,BAY,.549,.519,164.3,3.3,10.7,7.1,31.1,24.5,2.2,0.5,15.2,6.3,1.2,113.1,109.7,3.4,185.5,11.2,2021
169,Jonas Richter,BVC,.513,.489,132.2,11.3,15.7,13.5,9.4,14.8,1.5,1.2,21.2,-3.3,1.2,102.0,118.8,-16.8,154.0,11.1,2021
170,Kamari Murphy,FRA,.589,.541,141.5,7.0,19.7,13.2,5.8,20.1,1.3,1.6,19.8,-6.3,1.5,101.4,113.6,-12.2,145.3,11.1,2021
171,Karsten Tadda,EWE,.688,.639,178.3,3.2,10.5,6.8,13.6,13.2,2.0,0.0,8.8,4.2,1.6,141.1,114.2,26.9,156.4,11.0,2021
172,Nelson Weidemann,GOE,.577,.554,155.2,2.3,10.0,6.1,22.1,16.5,1.3,0.2,19.7,1.7,1.3,110.9,120.4,-9.5,107.9,11.0,2021
173,"Galen Robinson, Jr.",GOE,.498,.452,119.2,2.2,4.4,3.3,33.6,21.9,2.2,0.0,22.9,2.7,1.2,97.2,124.1,-26.9,39.5,11.0,2021
174,Haywood Highsmith,CRA,.520,.494,134.4,7.3,13.5,10.5,8.2,15.5,2.8,2.6,15.3,-1.7,1.2,104.7,107.6,-2.9,149.4,10.9,2021
175,Mathis Moenninghoff,GOE,.601,.571,161.6,5.3,18.9,12.0,7.5,7.7,1.8,0.3,10.3,1.5,1.3,128.3,116.7,11.6,166.5,10.9,2021
176,Joe Rahon,FRA,.484,.459,144.9,0.9,10.7,5.7,31.6,18.0,3.0,0.0,13.9,7.5,1.0,108.8,112.5,-3.7,164.0,10.8,2021
177,Christoph Philipps,RUL,.733,.645,189.1,6.5,14.3,10.6,5.3,23.0,2.3,1.6,11.7,-3.4,1.9,124.1,108.3,15.8,44.4,10.7,2021
178,David Walker,BAY,.608,.574,171.8,1.3,8.4,5.1,14.7,14.5,1.9,0.3,13.6,2.3,1.3,117.1,117.4,-0.3,223.8,10.7,2021
179,Robin Christen,RAS,.562,.505,162.1,6.2,15.2,10.7,8.0,12.4,1.3,0.3,15.9,-1.1,1.3,113.4,120.3,-6.9,178.6,10.6,2021
180,Kyndahl Hill,BC,.536,.474,150.7,6.9,16.2,11.4,8.9,18.8,2.2,1.7,14.0,-2.0,1.2,104.9,116.4,-11.6,238.8,10.3,2021
181,Jalen Hudson,TBB,.510,.429,141.7,4.8,7.4,6.2,2.0,14.4,3.3,1.4,21.0,-5.6,1.2,98.1,112.0,-13.9,36.1,10.3,2021
182,Nihad Djedovic,BAY,.557,.483,157.2,1.8,16.3,9.4,11.9,14.5,1.0,0.0,18.2,-0.5,1.3,109.4,114.5,-5.1,64.9,10.3,2021
183,Josh Hagins,TBB,.490,.461,145.9,0.9,15.9,8.4,24.0,18.0,1.8,1.3,22.3,0.8,1.1,96.6,112.2,-15.6,103.0,10.3,2021
184,Lukas Wank,BLB,.617,.581,163.7,5.6,14.4,10.0,11.0,24.4,2.6,1.2,15.4,-3.5,1.4,105.3,114.4,-9.1,121.9,10.2,2021
185,Marvin Ogunsipe,HAM,.696,.718,126.0,11.2,15.9,13.4,5.5,26.6,1.3,1.0,12.5,-4.7,1.8,113.3,108.4,4.9,49.0,10.0,2021
186,Luc Van Slooten,BLB,.561,.531,145.6,1.8,10.1,5.9,9.8,13.5,2.9,0.6,15.9,-0.6,1.3,109.1,116.4,-7.3,105.1,9.7,2021
187,Bennet Hundt,BRO,.518,.464,150.9,1.5,6.0,3.8,31.0,21.7,1.0,0.2,23.2,2.3,1.2,103.3,118.6,-15.3,181.4,9.6,2021
188,Perry Jones,OLI,.492,.467,140.5,1.7,23.2,12.4,9.6,14.0,1.5,1.8,23.4,-3.4,1.1,89.4,116.0,-26.6,89.4,9.6,2021
189,Maurice Stuckey,CRA,.536,.496,154.2,3.2,10.3,6.9,11.3,11.9,1.3,0.7,20.2,-0.7,1.2,108.1,114.3,-6.2,111.4,9.5,2021
190,Julius Bohmer,OLI,.747,.780,142.8,1.1,5.8,3.4,18.1,32.7,2.3,0.0,16.6,-4.9,1.6,97.8,127.5,-29.7,21.0,9.4,2021
191,Joshua Obiesie,OLI,.542,.493,163.8,2.5,17.5,9.8,19.0,23.3,1.5,1.1,22.2,-3.8,1.2,94.4,118.9,-24.5,90.9,9.2,2021
192,Justus Hollatz,HAM,.455,.437,121.0,5.1,10.2,7.5,20.7,17.1,2.4,0.5,16.9,2.9,1.0,99.1,110.3,-11.1,160.6,9.2,2021
193,Kilian Binapfl,TBB,.515,.500,132.8,9.6,17.8,13.7,7.2,22.4,1.7,0.6,18.1,-5.7,1.2,93.5,112.0,-18.5,38.1,9.2,2021
194,Tyler Larson,BRO,.484,.450,133.0,3.2,13.7,8.8,29.2,24.9,1.4,0.5,20.0,1.9,1.1,97.3,115.0,-17.7,96.4,9.1,2021
195,Marvin Omuvwie,GOE,.508,.517,117.6,10.1,18.1,14.0,6.7,16.3,1.3,2.9,13.1,-1.7,1.2,103.2,118.3,-15.1,62.5,9.0,2021
196,Tim Hasbargen,RAS,.526,.500,157.7,6.7,10.3,8.5,7.9,15.2,1.9,0.8,15.3,-1.9,1.1,103.0,120.6,-17.6,109.5,9.0,2021
197,Konstantin Klein,FRA,.616,.559,171.1,3.8,11.7,7.9,4.8,13.5,1.0,0.0,14.4,-2.3,1.4,116.1,115.8,0.3,35.1,9.0,2021
198,Felix Hoffmann,OLI,.536,.514,141.3,9.9,19.8,14.7,10.6,23.2,1.6,0.2,13.3,-2.2,1.2,101.6,119.6,-18.0,127.1,9.0,2021
