#,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,year
59,Tremmell Darden,BC,.569,.526,153.7,5.6,16.7,11.0,13.7,11.7,1.9,3.8,18.4,1.1,1.3,115.6,117.1,-1.5,235.4,15.2,2019
60,Sergio Kerusch,BC,.585,.560,159.6,11.4,12.4,11.9,7.0,10.5,1.5,1.3,21.8,-2.1,1.3,115.9,121.4,-5.5,177.1,15.1,2019
61,Petteri Koponen,BAY,.634,.596,176.1,1.1,8.2,5.0,17.2,12.6,1.3,0.3,22.6,1.4,1.4,119.6,111.7,7.9,210.9,15.1,2019
62,Josh Young,RAS,.578,.538,162.6,3.6,9.4,6.4,20.6,12.3,2.4,0.7,23.2,1.9,1.3,116.2,114.7,1.6,275.4,15.0,2019
63,Dewayne Russell,CRA,.568,.520,157.3,1.8,10.8,6.2,34.6,17.7,2.3,0.1,26.3,2.7,1.3,108.4,120.8,-12.4,231.5,15.0,2019
64,James Farr,BC,.541,.520,152.9,7.2,23.0,14.8,10.0,13.5,2.1,4.2,23.1,-2.8,1.2,103.4,115.4,-11.9,205.4,14.8,2019
65,Martin Hermannsson,BER,.614,.582,164.3,1.8,8.6,5.3,24.0,15.7,1.5,0.0,21.7,2.7,1.4,119.6,112.2,7.3,224.4,14.8,2019
66,Brandon Thomas,GIE,.721,.701,185.6,2.5,7.2,5.0,11.8,13.7,1.2,0.5,17.1,-0.1,1.6,127.0,127.1,-0.1,332.6,14.7,2019
67,Lee Moore,BC,.536,.532,128.1,7.5,15.5,11.3,17.1,12.9,2.7,0.2,20.8,1.2,1.2,109.3,118.8,-9.4,266.0,14.6,2019
68,Cameron Wells,OLI,.547,.498,171.2,0.3,7.8,4.0,34.7,13.6,1.6,1.1,20.9,8.1,1.2,116.6,116.2,0.4,303.3,14.6,2019
69,Michael Kessens,RAS,.641,.615,133.5,11.3,23.8,17.3,8.6,22.7,2.3,1.2,19.7,-6.3,1.5,108.0,109.6,-1.5,158.5,14.3,2019
70,Kassius Robertson,BAY,.626,.585,184.4,1.6,8.5,5.1,16.8,14.6,1.3,0.0,21.4,0.6,1.4,118.9,124.3,-5.4,250.1,14.2,2019
71,Derrick Allen,SCJ,.588,.558,124.8,8.0,13.3,10.6,10.4,11.1,1.2,0.7,19.5,-0.9,1.4,115.4,123.4,-8.0,225.6,14.2,2019
72,Stefan Peno,BER,.499,.461,135.5,6.1,9.5,7.9,36.2,22.9,3.0,0.3,20.2,6.5,1.1,109.2,105.9,3.4,140.1,14.2,2019
73,Max Landis,GIE,.634,.564,177.5,1.1,5.0,3.2,16.6,11.8,1.0,0.0,22.6,1.2,1.5,121.5,126.9,-5.4,163.6,14.1,2019
74,Darnell Jackson,EIS,.586,.511,150.8,10.2,23.9,16.8,10.4,19.1,1.6,0.8,21.4,-4.4,1.5,109.7,117.6,-8.0,188.4,14.1,2019
75,Adam Waleskowski,LUD,.542,.537,138.3,7.0,19.8,13.2,14.0,13.5,2.7,2.7,20.9,-0.7,1.2,108.9,108.9,0.0,193.6,14.1,2019
76,Larry Gordon,GIE,.623,.589,174.1,7.8,17.6,13.0,10.8,14.0,1.4,0.7,17.1,-0.5,1.4,119.5,123.0,-3.5,320.3,14.0,2019
77,Philipp Schwethelm,EWE,.672,.637,172.3,5.1,13.4,9.3,6.2,8.1,1.9,1.0,13.6,0.5,1.5,136.6,111.7,24.9,253.1,14.0,2019
78,Patrick Miller,RUL,.515,.448,133.0,3.4,9.5,6.4,33.0,17.7,2.3,0.6,25.6,2.7,1.2,105.4,114.3,-8.8,221.1,13.8,2019
79,Ryan Thompson,RUL,.627,.556,168.9,2.9,14.1,8.5,15.7,16.3,1.7,0.7,18.3,-0.1,1.5,118.9,116.1,2.8,233.4,13.8,2019
80,T.J. DiLeo,TBB,.545,.521,155.3,1.6,8.8,5.1,32.7,16.3,2.4,0.7,18.1,6.7,1.2,115.5,117.8,-2.3,278.4,13.8,2019
81,Perry Ellis,OLI,.589,.552,178.8,4.2,13.7,8.8,7.9,11.8,1.1,1.0,21.0,-2.1,1.3,109.7,113.8,-4.2,90.3,13.7,2019
82,Ra'Shad James,TBB,.545,.516,155.0,2.9,12.5,7.5,15.7,13.8,1.1,0.2,27.1,-2.5,1.2,105.2,117.0,-11.8,104.3,13.6,2019
83,Leon Radosevic,BAY,.614,.596,123.7,7.5,13.6,10.8,11.8,18.3,2.0,2.4,19.3,-2.3,1.4,111.2,107.5,3.7,144.9,13.6,2019
84,Shaquille Hines,BLB,.552,.531,145.4,9.6,14.6,12.0,4.6,8.3,1.5,3.5,16.0,-1.0,1.2,117.7,112.9,4.8,236.5,13.5,2019
85,Ben Madgen,CRA,.571,.534,164.3,4.0,14.3,9.0,10.3,11.0,1.8,0.2,23.2,-1.5,1.2,107.9,121.2,-13.3,258.4,13.5,2019
86,Bojan Subotic,TBB,.543,.479,149.0,8.0,16.1,11.9,10.4,11.4,1.5,1.6,20.3,-0.8,1.3,114.0,117.2,-3.3,182.8,13.5,2019
87,David Bell,GIE,.652,.620,176.5,1.4,9.7,5.7,12.2,12.7,1.1,0.2,21.3,-0.8,1.4,117.2,127.8,-10.6,153.8,13.4,2019
88,Bryce Taylor,BRO,.633,.608,180.7,3.1,10.0,6.7,8.7,3.9,2.0,0.7,14.3,2.6,1.3,132.7,118.2,14.6,161.1,13.3,2019
89,Konrad Wysocki,CRA,.633,.616,159.6,4.1,20.4,12.0,21.5,16.5,1.4,0.6,15.2,3.5,1.4,120.5,120.2,0.3,277.0,13.2,2019
90,Jordon Crawford,LUD,.544,.517,160.6,1.6,9.0,5.2,31.1,17.6,2.4,0.0,18.0,5.7,1.2,113.2,113.8,-0.6,286.5,13.0,2019
91,Joshiko Saibou,BER,.598,.555,166.2,5.9,9.2,7.6,12.5,15.4,2.0,0.4,19.9,-1.1,1.4,116.0,111.2,4.7,133.1,13.0,2019
92,Julius Jenkins,SCJ,.580,.537,161.7,1.8,8.7,5.2,13.1,10.2,2.3,0.1,20.3,0.3,1.3,113.2,122.6,-9.4,199.1,13.0,2019
93,Philipp Herkenhoff,RAS,.572,.528,158.0,8.5,16.5,12.4,8.5,13.7,1.8,1.8,17.6,-1.6,1.3,113.8,112.5,1.3,193.0,12.9,2019
94,Pendarvis Williams,GOE,.526,.482,165.8,3.3,12.0,7.7,17.0,14.3,2.6,1.8,22.1,-0.1,1.1,103.6,114.2,-10.6,199.0,12.7,2019
95,Skyler Bowlin,OLI,.563,.542,149.8,1.1,9.4,5.3,25.3,18.7,2.9,0.3,20.0,3.0,1.2,107.3,112.4,-5.1,194.9,12.2,2019
96,Elston Turner,EIS,.541,.526,164.1,1.3,9.6,5.3,20.7,11.5,1.4,0.6,20.4,3.1,1.1,110.6,121.9,-11.3,253.0,12.2,2019
97,Ismet Akpinar,RUL,.606,.553,166.9,2.7,7.6,5.2,21.0,16.4,1.1,0.3,18.7,1.9,1.4,118.1,119.0,-0.9,218.3,12.1,2019
98,Yorman Polas,TBB,.538,.492,140.4,8.8,14.7,11.7,14.4,15.9,1.5,0.2,19.3,-0.7,1.3,109.9,118.5,-8.6,237.9,12.1,2019
99,Julius Wolf,SCJ,.530,.514,156.5,8.0,23.5,15.5,12.4,10.3,1.7,1.1,16.3,1.2,1.1,111.0,119.1,-8.1,178.3,12.0,2019
100,Maodo Lo,BAY,.612,.583,170.1,1.4,9.5,5.8,22.0,20.2,2.1,0.1,18.8,1.8,1.3,112.2,109.0,3.2,198.4,12.0,2019
101,Quantez Robertson,FRA,.537,.482,154.4,5.2,17.4,11.2,17.0,18.9,2.6,1.0,17.3,-0.1,1.2,109.4,113.2,-3.8,319.3,11.9,2019
102,Mihajlo Andric,GOE,.584,.559,161.1,1.8,11.6,6.7,10.3,12.4,1.5,0.4,20.7,-1.5,1.3,108.9,117.2,-8.2,187.3,11.9,2019
103,Dru Joyce,SCJ,.504,.488,131.3,2.6,11.1,6.7,42.0,20.1,1.9,0.7,21.9,6.1,1.1,102.8,122.3,-19.5,269.5,11.8,2019
104,Florian Koch,OLI,.622,.614,166.1,1.2,18.6,9.9,6.3,5.2,1.0,0.6,14.7,1.0,1.3,121.5,114.9,6.6,143.5,11.6,2019
105,Lamont Jones,LUD,.503,.449,150.6,3.1,7.2,5.0,16.0,10.0,1.4,0.1,23.8,0.9,1.1,107.4,118.1,-10.7,168.9,11.5,2019
106,Trae Bell-Haynes,FRA,.544,.450,153.2,8.4,13.4,10.9,27.6,27.0,2.0,0.0,22.6,-2.1,1.3,102.6,114.6,-12.0,63.4,11.5,2019
107,Aaron Best,LUD,.575,.544,147.5,8.1,10.1,9.0,5.8,11.2,1.1,0.2,17.1,-1.8,1.3,117.2,116.6,0.7,105.5,11.4,2019
108,Dominic Lockhart,GOE,.564,.524,141.1,6.9,10.8,8.9,26.3,24.8,2.0,0.6,16.5,2.4,1.4,108.8,116.2,-7.4,213.3,11.4,2019
109,Immanuel McElroy,SCJ,.571,.530,154.0,3.7,13.5,8.5,14.3,14.4,2.1,0.3,16.4,0.6,1.3,110.9,121.2,-10.3,181.5,11.4,2019
110,Nemanja Dangubic,BAY,.557,.510,151.1,4.5,20.2,13.1,7.9,12.3,2.4,0.4,15.6,-0.3,1.3,110.9,103.6,7.3,156.9,11.1,2019
111,Nikos Zisis,BRO,.586,.511,165.7,2.4,11.1,6.9,27.7,20.2,0.9,0.0,15.9,5.6,1.4,119.0,120.4,-1.4,219.1,11.1,2019
112,Benjamin David Lischka,GIE,.609,.538,165.9,4.9,16.2,10.9,11.7,20.1,1.0,0.6,20.1,-3.4,1.5,108.1,124.1,-16.0,137.9,11.0,2019
113,Vojdan Stojanovski,EWE,.569,.523,168.0,5.0,8.7,6.9,6.9,9.7,1.2,0.8,17.4,-0.4,1.3,117.1,114.6,2.5,153.9,10.9,2019
114,Richard Freudenberg,FRA,.573,.556,146.0,7.0,8.9,7.9,8.5,12.5,0.8,1.0,17.5,-1.4,1.3,115.2,119.5,-4.3,70.9,10.8,2019
115,James Webb III,TBB,.501,.456,151.3,5.8,22.5,14.0,7.7,10.5,1.8,2.2,16.3,-0.4,1.1,107.1,112.0,-4.8,132.1,10.5,2019
116,Dennis Kramer,GOE,.556,.551,136.5,9.1,17.6,13.4,9.0,18.0,1.0,2.4,19.3,-3.8,1.3,102.0,115.6,-13.6,120.3,10.5,2019
117,Joe Rahon,BLB,.519,.500,135.7,0.8,13.6,7.0,31.6,23.4,1.9,0.1,16.0,5.3,1.1,105.0,114.8,-9.8,242.4,10.4,2019
118,Shawn Huff,FRA,.567,.529,153.7,6.8,11.6,9.2,7.2,8.5,0.9,0.8,13.9,0.4,1.3,124.0,118.9,5.1,146.4,10.4,2019
119,Hans Brase,BC,.581,.542,174.0,4.7,21.3,12.7,6.5,14.2,0.5,2.8,14.1,-1.6,1.3,109.8,119.6,-9.8,98.1,10.2,2019
120,Patrick Heckmann,BRO,.621,.573,174.6,2.3,14.4,8.6,11.8,17.3,1.6,1.0,13.1,0.7,1.4,116.5,117.2,-0.7,136.8,10.2,2019
121,Adonis Thomas,BAY,.500,.470,152.8,4.1,13.3,8.8,11.2,12.6,1.4,0.4,21.6,-1.0,1.1,101.7,122.2,-20.5,165.8,10.0,2019
122,Max DiLeo,RAS,.545,.497,157.2,5.1,9.3,7.1,12.5,19.5,3.8,0.3,13.2,0.1,1.2,108.1,110.3,-2.2,168.8,9.7,2019
123,Brayon Blake,BLB,.473,.447,131.1,4.5,17.4,10.7,6.3,9.8,1.9,2.1,20.3,-1.7,1.0,98.7,112.6,-13.8,187.5,9.6,2019
124,Bastian Doreth,BAY,.712,.699,198.4,2.1,9.7,6.0,14.5,22.8,1.2,0.0,11.5,1.3,1.5,122.5,124.0,-1.5,151.4,9.4,2019
125,Mathis Moenninghoff,GOE,.570,.539,156.8,2.8,15.8,9.3,6.9,8.8,1.5,0.7,12.4,0.6,1.2,115.6,116.5,-0.9,104.3,9.1,2019
126,Martynas Mazeika,SCJ,.532,.471,149.2,5.4,5.4,5.4,16.8,16.8,1.3,0.0,21.3,-1.4,1.3,102.4,125.0,-22.7,69.8,8.9,2019
127,Fabian Bleck,EIS,.590,.594,138.4,3.8,14.4,8.9,9.0,17.4,1.2,0.7,13.4,-1.1,1.3,108.1,121.6,-13.5,150.9,8.8,2019
128,Robin Christen,RAS,.514,.491,139.7,5.8,15.8,10.6,6.5,10.9,1.3,0.8,15.0,-0.6,1.1,107.0,114.8,-7.7,117.5,8.3,2019
129,Jan Wimberg,EIS,.512,.483,154.8,6.5,12.5,9.4,7.8,15.2,1.1,2.7,13.2,-0.8,1.1,104.7,120.1,-15.4,99.3,8.1,2019
130,Michael Cuffee,CRA,.540,.535,137.9,3.3,12.4,7.8,11.1,15.4,1.0,0.3,17.4,-1.0,1.1,99.4,122.2,-22.8,115.1,7.9,2019
131,Karsten Tadda,EWE,.549,.510,155.3,3.4,10.6,7.2,12.1,17.9,1.6,0.5,9.7,2.3,1.2,115.6,112.5,3.1,109.5,7.5,2019
132,Ziga Dimec,BAY,.510,.400,140.0,5.7,0.0,2.8,5.9,14.5,0.0,0.0,13.1,-1.4,1.2,108.3,104.8,3.5,1.0,4.3,2019
1,Greg Monroe,BAY,.657,.623,232.7,13.4,21.8,18.2,29.0,16.6,4.0,2.4,29.0,0.0,1.6,124.4,98.0,26.4,227.3,28.4,2020
2,Luke Fischer,OLI,.724,.728,134.5,9.0,22.4,16.0,18.0,13.5,0.7,6.2,21.9,0.2,1.7,131.4,112.1,19.3,228.3,24.7,2020
3,Rasid Mahalbasic,EWE,.610,.566,162.3,8.9,29.2,18.9,40.2,19.1,2.8,1.2,27.5,3.0,1.4,116.9,105.4,11.6,389.0,24.5,2020
4,Paul Zipser,BAY,.760,.714,205.9,7.4,19.4,14.1,10.8,10.3,1.2,2.3,21.8,-0.7,1.8,142.4,105.3,37.1,253.5,24.2,2020
5,Scott Eatherton,BLB,.677,.640,161.1,12.3,25.1,18.7,9.1,14.4,2.7,2.4,23.4,-4.2,1.6,125.8,112.1,13.6,288.3,24.0,2020
6,Dylan Osetkowski,GOE,.638,.543,179.3,14.3,25.4,19.5,9.8,11.6,2.1,1.2,24.7,-2.8,1.7,128.5,113.1,15.5,168.0,23.9,2020
7,Luke Sikma,BER,.656,.634,171.9,12.6,27.7,20.6,28.5,16.9,2.6,1.0,17.6,5.8,1.6,135.8,100.4,35.4,371.9,23.2,2020
8,Michael Carrera,HAM,.636,.592,150.4,15.5,20.0,17.7,7.8,13.6,1.6,2.9,26.8,-5.5,1.5,121.4,116.4,5.1,97.0,23.0,2020
9,Grant Jerrett,RUL,.710,.661,184.7,8.9,24.2,16.9,9.7,9.5,1.1,3.4,18.6,-0.1,1.7,140.1,108.7,31.3,224.0,22.6,2020
10,Assem Marei,BRO,.600,.599,112.9,16.5,27.3,21.9,17.5,16.5,1.9,1.3,26.7,-3.3,1.4,114.1,106.8,7.3,227.4,22.3,2020
11,Peyton Siva,BER,.715,.697,182.3,2.1,8.6,5.5,36.5,20.3,2.6,0.3,21.8,5.4,1.6,132.6,106.1,26.4,177.8,21.9,2020
12,Andreas Seiferth,BAY,.664,.618,158.2,10.5,21.0,15.9,20.6,17.2,1.5,2.3,22.5,-0.7,1.6,124.6,115.0,9.5,147.8,20.8,2020
13,Marcus Eriksson,BER,.711,.694,186.1,0.5,11.4,6.3,10.0,6.8,2.4,1.8,19.5,1.1,1.5,137.8,105.3,32.5,224.0,20.7,2020
14,Zoran Dragic,RUL,.623,.555,166.4,4.8,8.1,6.6,14.4,10.8,1.8,0.2,28.2,-1.4,1.5,122.2,111.8,10.4,161.4,20.7,2020
15,Marcos Knight,LUD,.553,.503,161.0,7.5,16.0,11.6,19.7,11.8,2.7,0.9,25.6,0.3,1.3,117.0,104.5,12.5,305.4,20.6,2020
16,Aaron Jones,CRA,.631,.634,139.9,13.6,16.4,15.0,12.3,13.2,3.3,3.9,17.8,-0.6,1.4,124.4,105.6,18.8,252.9,20.5,2020
17,Cameron Wells,OLI,.654,.606,196.4,1.7,9.9,6.0,33.7,17.1,1.7,0.8,24.9,3.9,1.5,121.2,115.6,5.6,237.1,20.3,2020
18,Landry Nnoko,BER,.634,.608,127.9,14.9,20.4,17.9,7.6,15.3,1.5,5.2,21.0,-3.9,1.5,121.1,104.0,17.0,252.1,20.2,2020
19,Nathan Boothe,EWE,.633,.617,184.4,9.1,12.3,10.6,6.7,11.7,1.4,4.8,23.7,-3.7,1.3,116.0,109.8,6.1,166.4,19.7,2020
20,Kyan Anderson,GOE,.572,.488,167.0,1.6,6.8,4.0,39.4,13.7,2.5,0.0,29.9,4.6,1.3,118.0,118.1,0.0,198.4,19.7,2020
21,Martin Hermannsson,BER,.586,.532,169.4,3.2,8.2,5.9,41.5,17.4,2.1,0.0,24.9,7.7,1.3,123.3,109.5,13.7,276.1,19.6,2020
22,Luke Petrasek,GIE,.658,.615,183.9,6.8,17.4,12.5,9.7,8.8,1.0,6.4,20.1,0.0,1.5,126.3,115.1,11.2,91.3,19.6,2020
23,Martin Breunig,TBB,.630,.576,209.6,8.9,16.7,12.6,11.9,13.5,1.3,1.3,24.3,-3.1,1.5,118.9,122.5,-3.6,130.5,19.5,2020
24,Danilo Barthel,BAY,.700,.668,184.5,8.3,17.8,13.6,14.7,13.7,1.1,1.4,19.1,0.2,1.6,131.9,106.7,25.1,225.3,19.5,2020
25,Khadeen Carrington,LUD,.592,.538,170.6,1.8,14.3,7.8,20.7,11.6,1.7,0.2,25.1,1.0,1.4,120.0,107.3,12.7,220.9,19.2,2020
26,Kaza Keane,BC,.620,.561,169.9,1.7,11.8,6.5,30.6,15.3,2.8,0.4,23.8,4.4,1.5,121.3,125.4,-4.1,213.0,19.0,2020
27,Tanner Leissner,LUD,.651,.596,172.1,11.2,11.7,11.5,5.0,6.6,1.3,0.8,18.1,-0.7,1.6,139.3,108.7,30.7,137.9,18.9,2020
28,Tim Schneider,BER,.647,.625,180.7,5.8,20.8,14.1,7.9,11.5,3.8,3.3,15.8,-0.3,1.4,129.1,102.2,26.8,54.3,18.7,2020
29,Stephen Zimmerman,TBB,.588,.569,117.6,12.5,28.6,20.3,15.4,20.6,2.2,4.0,20.4,-3.3,1.4,108.3,113.7,-5.4,97.0,18.4,2020
30,James Robinson,BAY,.610,.520,175.7,2.3,8.8,5.5,34.1,14.4,2.1,0.0,21.1,7.3,1.5,127.1,119.7,7.3,173.3,18.3,2020
31,Yannick Franke,HAM,.606,.528,165.1,6.7,12.7,9.6,14.4,12.5,2.1,0.0,25.1,-2.1,1.5,118.8,119.4,-0.6,149.9,18.2,2020
32,Archie Goodwin,RUL,.589,.567,137.9,7.5,10.3,8.9,17.0,15.5,2.6,1.2,25.1,-1.8,1.5,112.5,107.9,4.6,98.1,18.1,2020
33,Nihad Djedovic,BAY,.626,.581,176.2,3.3,13.4,9.0,21.5,16.4,3.1,0.0,23.4,0.0,1.4,116.8,101.3,15.5,102.4,18.1,2020
34,Karim Jallow,BLB,.620,.541,153.4,10.1,14.4,12.2,9.5,10.0,2.0,0.2,20.3,-0.7,1.6,128.8,118.0,10.9,182.6,18.1,2020
35,Niels Giffey,BER,.646,.588,183.4,6.2,13.0,9.8,11.5,11.9,1.5,1.0,21.7,-0.9,1.5,127.5,107.5,20.0,188.0,18.1,2020
36,Branden Frazier,TBB,.586,.543,167.7,3.2,12.4,7.6,30.5,14.9,1.7,0.3,25.9,2.7,1.3,114.9,121.2,-6.3,171.3,17.8,2020
37,Skyler Bowlin,OLI,.653,.609,178.2,1.1,9.9,5.7,25.2,15.0,3.3,0.0,20.3,4.2,1.5,123.2,113.0,10.1,181.4,17.8,2020
38,Reid Travis,BAY,.585,.511,140.0,13.1,21.3,17.2,2.8,8.7,1.6,1.8,21.5,-2.9,1.5,121.8,116.5,5.3,144.8,17.8,2020
39,Elias Harris,BRO,.622,.580,167.0,10.3,12.3,11.3,12.7,13.6,1.0,0.4,22.6,-1.6,1.5,121.6,113.1,8.5,159.3,17.7,2020
40,Kameron Taylor,BRO,.644,.594,175.1,3.7,14.3,9.1,20.3,17.9,2.1,1.7,21.7,-0.3,1.5,119.2,109.4,9.8,185.9,17.6,2020
41,Matt Tiby,GIE,.645,.577,174.6,13.4,13.5,13.4,14.7,15.6,1.3,0.3,19.6,-0.6,1.6,125.5,119.5,6.0,125.1,17.5,2020
42,John Bryant,GIE,.608,.578,162.2,7.2,32.0,19.8,25.1,19.6,0.5,3.0,21.6,0.5,1.4,112.2,113.8,-1.6,191.1,17.5,2020
43,Sebastian Herrera,CRA,.655,.608,181.6,3.5,12.3,7.9,21.0,15.7,1.4,1.0,22.0,0.3,1.5,122.4,115.8,6.6,247.8,17.5,2020
44,Derek Willis,RUL,.569,.531,163.7,11.6,22.2,17.1,9.6,12.7,1.5,3.8,21.2,-2.0,1.3,115.1,105.7,9.5,209.6,17.4,2020
45,Johannes Thiemann,BER,.602,.547,151.3,16.9,23.0,20.1,5.9,12.9,1.3,0.8,19.2,-3.0,1.4,124.0,103.4,20.7,103.6,17.4,2020
46,Mathias Lessort,BAY,.626,.620,118.4,14.2,18.8,16.8,8.9,25.1,2.8,7.9,21.9,-7.7,1.7,105.4,97.5,7.9,108.8,17.4,2020
47,James Woodard,BAY,.653,.637,163.2,3.9,13.5,8.6,17.3,9.6,1.2,1.0,18.1,3.1,1.4,130.4,121.6,8.8,191.6,17.4,2020
48,Leon Kratzer,FRA,.540,.548,99.2,16.4,28.9,22.8,9.6,19.5,2.4,3.8,26.1,-7.6,1.3,97.2,103.8,-6.5,158.3,17.3,2020
49,Gavin Schilling,RUL,.635,.600,132.7,12.4,20.5,16.5,9.6,18.9,2.8,2.7,18.9,-3.9,1.5,116.3,103.6,12.7,134.5,17.3,2020
50,Ish Wainright,RAS,.578,.547,152.5,10.3,16.8,13.4,16.2,13.9,3.6,1.7,17.8,0.7,1.3,117.2,107.5,9.8,264.6,17.3,2020
51,Dewayne Russell,CRA,.561,.500,158.0,3.6,8.8,6.2,38.0,16.5,2.3,0.2,23.8,6.1,1.3,117.8,112.8,4.9,229.1,17.1,2020
52,Thomas Wimbush,LUD,.583,.541,158.5,4.0,15.6,9.6,5.4,11.2,1.7,2.7,25.2,-4.3,1.3,112.9,106.4,6.5,173.0,17.0,2020
53,Andrew Warren,BC,.665,.637,182.6,1.6,9.7,5.5,12.8,8.4,1.3,0.7,21.2,1.4,1.4,125.7,128.9,-3.2,152.0,16.7,2020
54,Seth Hinrichs,RUL,.710,.701,177.7,11.2,19.9,15.7,16.0,17.5,1.3,1.2,12.3,2.1,1.6,136.6,111.0,25.6,180.5,16.7,2020
55,Rokas Giedraitis,BER,.598,.548,165.2,5.8,12.8,9.5,9.8,8.9,2.5,1.2,19.4,0.5,1.4,126.1,105.1,21.0,213.0,16.7,2020
56,Terry Allen,GOE,.615,.587,167.0,7.8,15.2,11.2,11.8,14.0,2.2,1.5,21.6,-2.5,1.4,114.4,115.6,-1.2,195.5,16.7,2020
57,Jorge Gutierrez,HAM,.572,.518,160.3,3.9,14.2,9.0,38.9,22.5,3.2,0.3,25.5,1.1,1.4,109.2,117.6,-8.4,133.0,16.6,2020
58,Quincy Ford,CRA,.654,.578,164.4,7.3,22.2,14.7,10.7,20.4,3.6,1.1,17.9,-3.5,1.8,117.4,104.5,13.0,142.3,16.5,2020
59,Thomas Klepeisz,BLB,.669,.626,173.2,3.5,6.2,4.8,26.3,18.3,2.1,0.2,19.4,2.8,1.5,126.2,120.0,6.2,180.0,16.5,2020
60,Vladimir Lucic,BAY,.649,.556,170.0,4.3,17.2,11.6,10.3,11.2,1.4,1.1,19.2,-0.1,1.6,128.6,106.4,22.2,169.5,16.5,2020
61,Bryce Alford,BAY,.629,.567,175.5,1.4,6.2,3.8,12.3,8.9,1.2,0.7,22.7,0.6,1.4,124.4,122.2,2.2,135.6,16.4,2020
62,Nick Weiler-Babb,LUD,.531,.491,155.3,4.4,15.6,9.8,14.9,7.6,2.3,0.7,20.3,2.4,1.2,117.2,106.7,10.5,305.1,16.3,2020
63,Leon Radosevic,BAY,.638,.561,148.9,6.1,17.0,12.2,16.7,18.7,1.9,2.6,18.5,-0.3,1.5,119.7,103.3,16.4,87.0,16.3,2020
64,Petteri Koponen,BAY,.724,.679,191.9,2.0,7.9,5.3,17.5,13.0,1.1,0.0,17.3,2.6,1.7,136.8,112.0,24.8,138.6,16.0,2020
65,Michael Patrick Gbinije,BC,.664,.621,183.2,4.5,8.4,6.4,12.2,10.6,2.1,2.0,16.7,1.4,1.5,128.6,126.6,2.1,143.3,16.0,2020
66,Tyler Cavanaugh,BER,.607,.556,180.4,7.6,20.5,14.5,13.2,17.3,1.7,0.5,22.2,-2.5,1.4,117.3,103.1,14.2,77.8,15.9,2020
67,Josh Young,RAS,.602,.585,158.9,3.1,8.6,5.8,25.8,13.6,1.4,0.0,24.0,1.9,1.3,115.0,113.9,1.1,147.6,15.7,2020
68,Trevis Simpson,RAS,.601,.561,165.9,1.8,14.2,7.7,10.6,8.8,1.8,0.6,22.5,-0.5,1.3,116.1,112.9,3.2,203.5,15.7,2020
69,Javontae Hawkins,CRA,.606,.537,162.0,5.0,16.1,10.5,8.5,13.8,1.3,0.2,24.7,-4.2,1.5,114.7,115.9,-1.2,154.9,15.7,2020
70,Evan Bruinsma,BAY,.534,.485,151.4,10.4,17.7,14.0,12.6,8.4,1.4,1.0,22.8,1.0,1.2,116.0,118.0,-2.0,108.3,15.6,2020
71,Braydon Hobbs,EWE,.564,.530,167.2,2.3,17.1,9.6,27.2,15.1,2.7,0.9,16.6,6.1,1.2,116.8,107.7,9.1,227.1,15.5,2020
72,Teyvon Myers,GIE,.592,.542,167.5,2.5,11.0,6.9,21.9,15.2,2.2,0.2,24.5,0.4,1.4,111.0,117.5,-6.6,158.3,15.5,2020
73,Killian Hayes,RUL,.592,.533,156.8,2.6,12.5,7.8,35.6,26.1,2.8,0.9,24.5,0.2,1.4,106.1,110.2,-4.1,168.4,15.5,2020
74,Retin Obasohan,BRO,.566,.481,150.2,2.7,11.9,7.3,25.1,17.2,2.5,1.1,24.0,1.4,1.4,112.4,108.9,3.5,111.8,15.4,2020
75,Jordan Hulls,OLI,.577,.538,176.9,2.5,7.6,5.1,20.1,12.6,2.1,0.0,24.5,1.5,1.2,111.3,116.5,-5.2,133.8,15.4,2020
76,Stephen Brown,GIE,.599,.543,171.9,2.0,7.7,4.9,31.0,17.6,2.1,0.5,21.5,3.9,1.4,114.9,117.5,-2.6,169.4,15.4,2020
77,Jordan Barnett,GIE,.651,.621,178.0,3.1,13.5,8.4,6.1,13.2,2.1,4.2,18.0,-2.7,1.4,113.4,113.2,0.2,118.4,15.2,2020
78,Joe Lawson,BLB,.587,.541,153.9,7.2,19.0,13.1,7.0,10.9,2.7,1.0,18.7,-1.6,1.4,118.9,114.5,4.3,128.5,15.1,2020
79,Trevor Releford,BLB,.574,.538,163.5,3.2,11.2,7.2,30.9,17.4,2.3,0.6,21.5,3.7,1.3,115.5,117.7,-2.3,186.5,15.1,2020
80,Lukas Meisner,BAY,.623,.608,163.3,5.4,17.9,11.6,11.3,14.1,0.9,0.9,21.1,-2.1,1.4,114.5,118.1,-3.6,116.6,15.1,2020
81,Strahinja Micovic,BC,.622,.608,158.0,5.9,16.4,11.1,8.2,12.2,0.6,1.4,21.9,-2.4,1.4,113.4,126.0,-12.6,136.6,15.0,2020
82,Jeremy Morgan,CRA,.544,.506,145.2,6.1,13.2,9.7,10.9,8.4,1.9,3.7,20.1,0.8,1.2,117.1,108.8,8.3,139.6,14.9,2020
